date,open,close,high,low,vol,open_raw,close_raw,high_raw,low_raw
2023-11-08,77.463,76.573,78.453,76.173,36893.0,78.5,77.61,79.49,77.21
2023-11-09,78.753,74.183,79.623,73.843,52280.0,79.79,75.22,80.66,74.88
2023-11-10,71.963,73.423,75.223,71.613,27940.0,73.0,74.46,76.26,72.65
2023-11-13,73.423,73.273,74.243,72.803,19695.0,74.46,74.31,75.28,73.84
2023-11-14,73.563,73.953,74.143,72.813,17858.0,74.6,74.99,75.18,73.85
2023-11-15,75.453,75.133,75.843,74.073,29397.0,76.49,76.17,76.88,75.11
2023-11-16,74.453,73.063,74.973,73.063,22467.0,75.49,74.1,76.01,74.1
2023-11-17,72.843,72.383,73.643,71.113,24076.0,73.88,73.42,74.68,72.15
2023-11-20,72.383,74.123,75.053,72.093,28111.0,73.42,75.16,76.09,73.13
2023-11-21,74.293,73.913,75.843,73.203,29732.0,75.33,74.95,76.88,74.24
2023-11-22,73.463,72.043,74.633,71.963,31637.0,74.5,73.08,75.67,73.0
2023-11-23,71.663,74.243,74.443,71.563,30518.0,72.7,75.28,75.48,72.6
2023-11-24,73.973,72.143,74.943,70.563,36486.0,75.01,73.18,75.98,71.6
2023-11-27,72.163,69.573,72.413,69.283,24638.0,73.2,70.61,73.45,70.32
2023-11-28,69.143,69.733,70.363,68.273,14457.0,70.18,70.77,71.4,69.31
2023-11-29,69.383,68.713,69.953,68.563,12409.0,70.42,69.75,70.99,69.6
2023-11-30,68.343,68.113,69.233,67.543,12712.0,69.38,69.15,70.27,68.58
2023-12-01,68.163,68.413,69.313,68.013,10916.0,69.2,69.45,70.35,69.05
2023-12-04,68.303,66.533,68.573,66.483,17484.0,69.34,67.57,69.61,67.52
2023-12-05,66.463,66.893,68.643,66.033,26333.0,67.5,67.93,69.68,67.07
2023-12-06,67.093,66.113,67.513,65.723,18181.0,68.13,67.15,68.55,66.76
2023-12-07,65.833,64.973,66.223,64.923,15059.0,66.87,66.01,67.26,65.96
2023-12-08,65.093,64.823,65.733,64.523,11751.0,66.13,65.86,66.77,65.56
2023-12-11,64.563,65.183,65.183,63.573,10839.0,65.6,66.22,66.22,64.61
2023-12-12,65.113,65.643,66.523,64.723,15874.0,66.15,66.68,67.56,65.76
2023-12-13,65.373,66.813,67.833,64.993,26483.0,66.41,67.85,68.87,66.03
2023-12-14,66.813,64.243,66.843,64.223,18446.0,67.85,65.28,67.88,65.26
2023-12-15,64.123,63.803,64.663,63.463,11917.0,65.16,64.84,65.7,64.5
2023-12-18,63.803,62.843,64.553,62.653,9279.0,64.84,63.88,65.59,63.69
2023-12-19,63.153,61.843,63.163,61.413,11620.0,64.19,62.88,64.2,62.45
2023-12-20,61.763,60.413,62.313,60.413,10592.0,62.8,61.45,63.35,61.45
2023-12-21,60.483,59.753,60.483,58.113,12281.0,61.52,60.79,61.52,59.15
2023-12-22,59.873,58.463,60.123,57.963,9601.0,60.91,59.5,61.16,59.0
2023-12-25,58.453,57.803,58.643,57.293,7148.0,59.49,58.84,59.68,58.33
2023-12-26,57.663,57.093,58.253,56.963,8383.0,58.7,58.13,59.29,58.0
2023-12-27,56.943,56.863,57.213,56.323,7355.0,57.98,57.9,58.25,57.36
2023-12-28,56.773,58.653,58.753,56.023,15220.0,57.81,59.69,59.79,57.06
2023-12-29,58.363,58.973,59.563,58.193,10835.0,59.4,60.01,60.6,59.23
2024-01-02,58.963,58.943,59.363,58.163,7709.0,60.0,59.98,60.4,59.2
2024-01-03,58.673,58.363,59.843,57.843,8528.0,59.71,59.4,60.88,58.88
2024-01-04,58.663,59.163,59.543,58.103,10990.0,59.7,60.2,60.58,59.14
2024-01-05,58.913,57.653,59.143,57.493,9300.0,59.95,58.69,60.18,58.53
2024-01-08,57.063,55.763,57.963,55.763,9128.0,58.1,56.8,59.0,56.8
2024-01-09,55.763,55.313,56.343,54.573,8949.0,56.8,56.35,57.38,55.61
2024-01-10,55.163,53.963,55.313,52.843,8734.0,56.2,55.0,56.35,53.88
2024-01-11,54.513,56.063,56.263,54.423,11556.0,55.55,57.1,57.3,55.46
2024-01-12,56.063,55.283,57.033,54.513,20942.0,57.1,56.32,58.07,55.55
2024-01-15,54.563,54.583,55.493,53.673,12297.0,55.6,55.62,56.53,54.71
2024-01-16,54.523,53.763,54.763,52.963,10023.0,55.56,54.8,55.8,54.0
2024-01-17,53.813,52.083,54.113,52.073,7922.0,54.85,53.12,55.15,53.11
2024-01-18,51.383,51.673,51.943,49.913,13337.0,52.42,52.71,52.98,50.95
2024-01-19,52.043,50.783,52.063,50.743,8454.0,53.08,51.82,53.1,51.78
2024-01-22,50.693,47.733,50.783,47.433,10964.0,51.73,48.77,51.82,48.47
2024-01-23,48.083,47.843,48.573,46.983,9930.0,49.12,48.88,49.61,48.02
2024-01-24,48.453,48.183,48.723,46.323,11255.0,49.49,49.22,49.76,47.36
2024-01-25,48.253,49.593,49.783,47.243,11312.0,49.29,50.63,50.82,48.28
2024-01-26,49.383,48.183,50.063,47.963,11116.0,50.42,49.22,51.1,49.0
2024-01-29,51.153,52.093,55.563,51.153,54940.0,52.19,53.13,56.6,52.19
2024-01-30,49.833,45.013,49.833,44.933,40664.0,50.87,46.05,50.87,45.97
2024-01-31,43.843,41.143,46.643,40.963,29751.0,44.88,42.18,47.68,42.0
2024-02-01,41.463,42.483,46.063,41.463,33095.0,42.5,43.52,47.1,42.5
