date,open,close,high,low,vol,open_raw,close_raw,high_raw,low_raw
2023-11-08,6.82,6.88,6.92,6.81,100863.0,6.82,6.88,6.92,6.81
2023-11-09,6.87,6.81,6.96,6.78,90956.0,6.87,6.81,6.96,6.78
2023-11-10,6.83,6.81,6.85,6.74,73210.0,6.83,6.81,6.85,6.74
2023-11-13,6.81,6.89,6.91,6.77,117779.0,6.81,6.89,6.91,6.77
2023-11-14,6.9,6.96,6.96,6.87,100861.0,6.9,6.96,6.96,6.87
2023-11-15,7.07,7.0,7.07,6.96,117804.0,7.07,7.0,7.07,6.96
2023-11-16,7.07,7.3,7.58,7.01,510807.0,7.07,7.3,7.58,7.01
2023-11-17,7.13,7.12,7.23,7.08,309739.0,7.13,7.12,7.23,7.08
2023-11-20,7.09,7.12,7.15,7.03,166142.0,7.09,7.12,7.15,7.03
2023-11-21,7.15,7.17,7.27,7.13,195355.0,7.15,7.17,7.27,7.13
2023-11-22,7.16,7.18,7.32,7.12,226546.0,7.16,7.18,7.32,7.12
2023-11-23,7.15,7.35,7.43,7.07,295974.0,7.15,7.35,7.43,7.07
2023-11-24,7.31,7.4,7.41,7.27,203252.0,7.31,7.4,7.41,7.27
2023-11-27,7.57,7.32,7.77,7.3,349420.0,7.57,7.32,7.77,7.3
2023-11-28,7.2,7.39,7.43,7.12,219642.0,7.2,7.39,7.43,7.12
2023-11-29,7.36,7.29,7.4,7.25,134671.0,7.36,7.29,7.4,7.25
2023-11-30,7.23,7.44,7.49,7.22,221657.0,7.23,7.44,7.49,7.22
2023-12-01,7.45,7.41,7.53,7.39,151910.0,7.45,7.41,7.53,7.39
2023-12-04,7.39,7.38,7.45,7.35,153183.0,7.39,7.38,7.45,7.35
2023-12-05,7.35,7.38,7.51,7.33,171641.0,7.35,7.38,7.51,7.33
2023-12-06,7.33,7.47,7.49,7.3,140666.0,7.33,7.47,7.49,7.3
2023-12-07,7.4,7.65,7.7,7.36,268798.0,7.4,7.65,7.7,7.36
2023-12-08,7.69,7.55,7.99,7.49,368542.0,7.69,7.55,7.99,7.49
2023-12-11,7.45,7.44,7.57,7.32,201949.0,7.45,7.44,7.57,7.32
2023-12-12,7.43,7.64,7.75,7.4,229300.0,7.43,7.64,7.75,7.4
2023-12-13,7.58,7.45,7.68,7.4,180210.0,7.58,7.45,7.68,7.4
2023-12-14,7.46,7.43,7.64,7.41,143710.0,7.46,7.43,7.64,7.41
2023-12-15,7.45,7.39,7.48,7.35,114166.0,7.45,7.39,7.48,7.35
2023-12-18,7.39,7.19,7.39,7.16,147681.0,7.39,7.19,7.39,7.16
2023-12-19,7.19,7.31,7.42,7.19,160974.0,7.19,7.31,7.42,7.19
2023-12-20,7.34,7.13,7.38,7.12,112554.0,7.34,7.13,7.38,7.12
2023-12-21,7.08,7.24,7.24,7.03,87317.0,7.08,7.24,7.24,7.03
2023-12-22,7.22,7.0,7.26,6.97,123814.0,7.22,7.0,7.26,6.97
2023-12-25,6.96,6.89,7.0,6.83,95691.0,6.96,6.89,7.0,6.83
