code,name,list_date,issue_price,pe,board,n_days,open1,close1,close2,close3,high3max,low3min,ret_open1,ret_close1,ret_close2,ret_close3,max3_return,min3_return,any_close_below_issue_3d,close3_above_issue,day1_above_issue,open1_above_issue
001399,惠科股份,2026-06-26,10.12,25.45,Main,1,31.6,42.0,,,76.0,31.5,2.122529644268775,3.150197628458498,,,6.509881422924901,2.112648221343874,False,False,True,True
688797,臻宝科技,2026-06-24,44.56,31.31,STAR,3,448.0,585.0,574.44,545.07,619.97,388.66,9.053859964093357,12.128366247755833,11.891382405745063,11.232271095152603,12.913150807899461,7.722172351885099,False,True,True,True
920126,永大股份,2026-06-15,7.79,14.98,BSE,3,19.01,17.68,17.95,16.71,23.11,14.79,1.4403080872913994,1.269576379974326,1.3042362002567391,1.1450577663671373,1.9666238767650834,0.8985879332477533,False,True,True,True
920083,金戈新材,2026-06-11,9.65,14.99,BSE,3,53.16,51.51,39.8,39.38,60.0,36.36,4.50880829015544,4.33782383419689,3.124352331606217,3.080829015544041,5.217616580310881,2.7678756476683937,False,True,True,True
301669,高特电子,2026-06-09,7.08,29.97,ChiNext,3,63.65,51.3,50.37,39.72,63.65,39.51,7.990112994350282,6.245762711864407,6.114406779661016,4.610169491525424,7.990112994350282,4.580508474576271,False,True,True,True
920206,彩客科技,2026-06-08,30.28,14.98,BSE,3,78.11,81.87,92.0,75.56,116.85,75.12,1.579590488771466,1.7037648612945842,2.0383091149273445,1.4953764861294583,2.8589828269484805,1.4808454425363275,False,True,True,True
920211,新睿电子,2026-06-05,25.19,14.99,BSE,3,278.87,226.88,208.9,181.06,280.0,179.98,10.070662961492655,8.006748709805478,7.2929734021437085,6.187772925764192,10.1155220325526,6.144898769352917,False,True,True,True
920218,新天力,2026-05-29,12.19,14.99,BSE,3,44.97,45.2,31.79,29.75,58.18,28.06,2.6890894175553735,2.7079573420836756,1.6078753076292043,1.4405250205086135,3.772764561115669,1.3018867924528301,False,True,True,True
688635,长进光子,2026-05-27,40.98,44.22,STAR,3,530.0,659.99,611.3,720.5,749.85,522.0,11.933138116154222,15.105173255246463,13.9170326988775,16.581747193753053,17.297950219619327,11.73792093704246,False,True,True,True
920161,龙辰科技,2026-05-27,9.21,14.98,BSE,3,55.0,40.95,39.6,45.8,59.0,32.7,4.971769815418023,3.4462540716612375,3.2996742671009773,3.9728555917480994,5.406080347448425,2.550488599348534,False,True,True,True
001237,惠康科技,2026-05-22,53.26,21.04,Main,3,99.99,111.8,88.9,89.18,161.0,77.78,0.8773939166353737,1.0991363124295908,0.6691701088997373,0.6744273375891854,2.022906496432595,0.46038302666165976,False,True,True,True
603435,嘉德利,2026-05-22,15.76,29.72,Main,3,88.0,127.68,99.49,86.08,140.91,82.39,4.583756345177665,7.101522842639595,5.312817258883248,4.461928934010152,7.940989847715736,4.227791878172589,False,True,True,True
920220,朗信电气,2026-05-22,28.29,14.99,BSE,3,180.0,138.8,101.73,85.7,195.88,85.3,5.362672322375398,3.906327324142807,2.5959703075291625,2.0293389890420643,5.924001413927183,2.0151997172145633,False,True,True,True
001365,天海电子,2026-05-18,27.19,23.4,Main,3,81.0,67.12,65.66,68.55,82.88,61.02,1.9790364104450164,1.468554615667525,1.4148584038249354,1.5211474806914302,2.048179477749172,1.2442074292019125,False,True,True,True
920096,嘉晨智能,2026-05-18,14.43,14.99,BSE,3,70.0,112.01,88.88,102.35,112.01,70.0,3.851004851004851,6.762300762300763,5.159390159390159,6.0928620928620925,6.762300762300763,3.851004851004851,False,True,True,True
001393,维通利,2026-05-15,30.38,25.36,Main,3,120.0,120.67,95.26,93.6,150.0,90.21,2.949967083607637,2.972021066491113,2.1356155365371956,2.0809743252139565,3.937458854509546,1.9693877551020407,False,True,True,True
920178,锐翔智能,2026-05-15,29.47,14.99,BSE,3,165.0,173.99,226.18,248.0,269.9,165.0,4.598914149983034,4.903970139124534,6.674923651170682,7.415337631489651,8.158466236851034,4.598914149983034,False,True,True,True
301531,春光集团,2026-05-11,13.3,26.02,ChiNext,3,85.55,97.5,114.57,110.61,122.22,82.6,5.432330827067669,6.330827067669173,7.614285714285714,7.3165413533834585,8.189473684210526,5.210526315789473,False,True,True,True
603407,长裕集团,2026-05-11,13.86,23.0,Main,3,68.75,91.84,88.92,80.88,110.28,68.75,3.9603174603174605,5.626262626262627,5.415584415584416,4.8354978354978355,6.9567099567099575,3.9603174603174605,False,True,True,True
920200,振宏股份,2026-05-07,20.58,14.99,BSE,3,45.0,94.02,65.82,70.27,130.0,45.0,1.186588921282799,3.5685131195335282,2.198250728862974,2.414480077745384,5.31681243926142,1.186588921282799,False,True,True,True
301599,理奇智能,2026-04-30,13.91,22.7,ChiNext,3,48.0,62.4,70.18,71.2,80.0,47.5,2.4507548526240113,3.4859813084112146,4.0452911574406905,4.118619698058951,4.7512580877066855,2.4148094895758447,False,True,True,True
920186,中科仪,2026-04-29,16.21,35.23,BSE,3,61.0,71.98,76.4,77.0,82.66,60.0,2.7631091918568784,3.4404688463911164,3.713140037014189,3.7501542257865514,4.099321406539173,2.7014188772362737,False,True,True,True
920156,海昌智能,2026-04-27,20.93,14.98,BSE,3,44.12,40.6,39.8,44.11,44.59,38.11,1.107978977544195,0.939799331103679,0.9015766841853796,1.1075011944577162,1.1304347826086958,0.820831342570473,False,True,True,True
688808,联讯仪器,2026-04-24,81.88,63.64,STAR,3,736.92,799.0,880.0,864.99,900.0,688.99,8.0,8.75818270639961,9.74743527112848,9.564118221787982,9.991695163654128,7.414631167562288,False,True,True,True
920125,鸿仕达,2026-04-24,16.57,14.99,BSE,3,46.0,50.02,53.82,51.6,59.42,46.0,1.776101388050694,2.018708509354255,2.248038624019312,2.1140615570307784,2.5859987929993964,1.776101388050694,False,True,True,True
001312,福恩股份,2026-04-21,18.38,16.83,Main,3,36.51,30.57,29.1,26.93,36.53,26.8,0.9863982589771492,0.6632208922742111,0.5832426550598477,0.46517954298150177,0.9874863982589772,0.45810663764961923,False,True,True,True
688820,盛合晶微,2026-04-21,19.68,195.62,STAR,3,99.72,76.65,95.0,88.6,102.5,75.0,4.067073170731708,2.894817073170732,3.8272357723577235,3.502032520325203,4.208333333333333,2.8109756097560976,False,True,True,True
920191,瑞尔竞达,2026-04-20,7.71,14.99,BSE,3,15.99,14.88,13.18,13.19,16.38,12.88,1.0739299610894943,0.9299610894941635,0.7094682230869,0.7107652399481192,1.1245136186770428,0.6705577172503243,False,True,True,True
301513,尚水智能,2026-04-17,26.66,18.02,ChiNext,3,99.99,103.1,96.56,100.02,116.78,89.01,2.750562640660165,2.86721680420105,2.6219054763690925,2.751687921980495,3.380345086271568,2.338709677419355,False,True,True,True
301666,大普微,2026-04-16,46.08,,ChiNext,3,207.23,244.55,231.5,237.99,266.0,199.99,3.4971788194444446,4.307074652777779,4.023871527777778,4.164713541666667,4.772569444444445,3.3400607638888893,False,True,True,True
603293,埃泰克,2026-04-16,33.49,29.71,Main,3,71.0,71.02,64.71,60.75,85.2,60.58,1.1200358315915198,1.1206330247835172,0.9322185727082708,0.8139743206927439,1.5440429979098238,0.8088981785607643,False,True,True,True
920177,恒道科技,2026-04-16,21.8,14.99,BSE,3,40.0,36.58,40.0,38.35,43.07,35.86,0.8348623853211008,0.6779816513761467,0.8348623853211008,0.7591743119266054,0.9756880733944953,0.6449541284403668,False,True,True,True
920012,创达新材,2026-04-13,19.58,14.99,BSE,3,43.06,51.67,50.71,51.88,59.8,42.0,1.1991828396322783,1.6389172625127686,1.5898876404494384,1.649642492339122,2.0541368743615935,1.1450459652706844,False,True,True,True
301696,三瑞智能,2026-04-10,24.68,30.8,ChiNext,3,90.0,92.0,118.5,120.19,122.49,85.73,2.646677471636953,2.727714748784441,3.801458670988655,3.869935170178282,3.963128038897893,2.4736628849270668,False,True,True,True
688811,有研复材,2026-04-10,6.41,58.09,STAR,3,20.01,17.12,18.06,18.32,20.5,16.5,2.1216848673946958,1.6708268330733231,1.817472698907956,1.858034321372855,2.1981279251170047,1.5741029641185649,False,True,True,True
920181,赛英电子,2026-04-10,28.0,13.79,BSE,3,60.0,61.8,60.95,66.2,73.73,57.6,1.1428571428571428,1.2071428571428569,1.1767857142857143,1.3642857142857143,1.6332142857142857,1.0571428571428574,False,True,True,True
603459,红板科技,2026-04-08,17.7,25.6,Main,3,52.0,57.7,50.27,55.08,67.59,49.0,1.9378531073446328,2.259887005649718,1.840112994350283,2.1118644067796613,2.8186440677966105,1.768361581920904,False,True,True,True
920011,晨光电机,2026-04-08,15.5,14.96,BSE,3,30.0,29.04,25.21,25.04,32.05,24.85,0.935483870967742,0.8735483870967742,0.6264516129032258,0.6154838709677419,1.0677419354838706,0.603225806451613,False,True,True,True
301683,慧谷新材,2026-04-01,78.38,34.91,ChiNext,3,128.0,126.71,125.12,109.34,158.0,109.3,0.6330696606277113,0.6166113804541975,0.5963255932635878,0.3949987241643278,1.015820362337331,0.3944883898953815,False,True,True,True
001257,盛龙股份,2026-03-31,7.82,19.11,Main,3,23.46,27.68,24.73,24.78,30.0,20.8,2.0,2.539641943734015,2.162404092071611,2.1687979539641944,2.836317135549872,1.659846547314578,False,True,True,True
688813,泰金新能,2026-03-31,26.28,22.94,STAR,3,49.0,49.47,47.29,44.34,60.55,43.5,0.8645357686453576,0.8824200913242009,0.7994672754946726,0.6872146118721463,1.3040334855403346,0.6552511415525113,False,True,True,True
920055,隆源股份,2026-03-31,24.7,14.99,BSE,3,36.0,37.8,34.7,34.29,43.11,33.96,0.4574898785425101,0.5303643724696356,0.40485829959514175,0.3882591093117409,0.7453441295546559,0.37489878542510136,False,True,True,True
920188,悦龙科技,2026-03-30,14.04,14.99,BSE,3,39.86,30.2,25.29,24.58,40.0,24.46,1.8390313390313393,1.150997150997151,0.8012820512820513,0.7507122507122508,1.8490028490028494,0.7421652421652423,False,True,True,True
920069,普昂医疗,2026-03-27,18.38,14.53,BSE,3,39.0,43.48,36.68,35.72,50.0,35.28,1.1218715995647446,1.3656147986942329,0.9956474428726878,0.9434167573449401,1.7203482045701852,0.9194776931447226,False,True,True,True
301682,宏明电子,2026-03-25,69.66,33.61,ChiNext,3,140.14,128.65,132.45,122.81,145.0,122.2,1.0117714613838644,0.8468274476026416,0.9013781223083548,0.7629916738443872,1.0815389032443297,0.7542348550100488,False,True,True,True
688781,视涯科技,2026-03-25,22.68,,STAR,3,50.0,46.0,40.79,39.3,52.88,38.11,1.2045855379188715,1.0282186948853616,0.7985008818342152,0.7328042328042328,1.3315696649029984,0.6803350970017636,False,True,True,True
920028,新恒泰,2026-03-20,9.4,14.99,BSE,3,21.0,22.7,18.51,18.9,22.8,18.23,1.2340425531914891,1.4148936170212765,0.9691489361702128,1.0106382978723403,1.4255319148936172,0.9393617021276595,False,True,True,True
920078,族兴新材,2026-03-18,6.98,14.99,BSE,3,33.0,35.3,36.23,29.08,42.89,29.02,3.7277936962750715,4.057306590257879,4.190544412607449,3.1661891117478502,5.144699140401146,3.1575931232091685,False,True,True,True
920036,觅睿科技,2026-03-09,21.52,14.99,BSE,3,48.8,41.3,53.69,57.0,67.5,40.0,1.2676579925650557,0.9191449814126393,1.4948884758364311,1.6486988847583643,2.136617100371747,0.8587360594795539,False,True,True,True
301680,固德电材,2026-03-06,58.0,27.96,ChiNext,3,126.0,126.71,120.0,122.04,147.82,113.8,1.1724137931034484,1.1846551724137928,1.0689655172413794,1.104137931034483,1.5486206896551722,0.9620689655172414,False,True,True,True
920187,通领科技,2026-03-05,29.62,14.47,BSE,3,45.0,41.89,39.08,38.15,49.38,37.68,0.5192437542201216,0.41424713031735316,0.3193787981093854,0.28798109385550297,0.6671168129642133,0.27211343686698175,False,True,True,True
920183,海菲曼,2026-03-04,19.71,14.99,BSE,3,51.17,53.3,45.18,45.3,64.5,43.38,1.596144089294774,1.7042110603754437,1.2922374429223744,1.298325722983257,2.272450532724505,1.2009132420091326,False,True,True,True
920168,通宝光电,2026-02-26,16.17,14.99,BSE,3,29.5,27.49,26.1,26.02,31.6,25.56,0.8243661100803956,0.7000618429189855,0.6141001855287569,0.6091527520098947,0.9542362399505255,0.5807050092764376,False,True,True,True
920166,海圣医疗,2026-02-12,12.64,13.99,BSE,3,28.0,34.49,29.56,28.36,43.6,27.16,1.2151898734177213,1.7286392405063293,1.3386075949367084,1.2436708860759493,2.449367088607595,1.1487341772151898,False,True,True,True
688816,易思维,2026-02-11,55.95,90.39,STAR,3,100.0,88.92,76.3,76.45,107.98,76.0,0.7873100983020553,0.5892761394101875,0.36371760500446815,0.36639857015192123,0.9299374441465593,0.358355674709562,False,True,True,True
603284,林平发展,2026-02-10,37.88,18.69,Main,3,63.11,58.93,53.66,53.2,75.13,51.66,0.6660506863780358,0.5557022175290389,0.4165786694825764,0.4044350580781415,0.9833685322069692,0.3637803590285109,False,True,True,True
688818,电科蓝天,2026-02-10,9.47,56.79,STAR,3,80.5,65.94,62.06,57.5,80.88,56.41,7.50052798310454,5.963041182682153,5.553326293558606,5.071805702217529,7.540654699049629,4.956705385427665,False,True,True,True
920180,爱得科技,2026-02-10,7.67,14.98,BSE,3,25.0,21.23,20.01,19.26,26.0,19.2,2.259452411994785,1.7679269882659714,1.608865710560626,1.5110821382007824,2.389830508474576,1.5032594524119949,False,True,True,True
688712,北芯生命,2026-02-05,17.52,,STAR,3,50.31,49.64,47.56,44.83,55.8,44.51,1.8715753424657535,1.8333333333333335,1.714611872146119,1.5587899543378994,2.184931506849315,1.5405251141552512,False,True,True,True
001220,世盟股份,2026-02-03,28.0,15.29,Main,3,60.0,57.73,51.62,51.0,70.0,49.05,1.1428571428571428,1.061785714285714,0.8435714285714284,0.8214285714285714,1.5,0.7517857142857143,False,True,True,True
920119,美德乐,2026-01-30,41.88,14.99,BSE,3,135.0,109.5,110.36,107.7,142.65,105.0,2.2234957020057307,1.614613180515759,1.6351480420248325,1.5716332378223496,2.406160458452722,1.5071633237822346,False,True,True,True
601112,振石股份,2026-01-29,11.18,32.59,Main,3,30.0,24.78,21.68,21.53,31.0,20.5,1.6833631484794278,1.2164579606440071,0.9391771019677997,0.9257602862254026,1.7728085867620753,0.8336314847942756,False,True,True,True
688785,恒运昌,2026-01-28,92.18,48.39,STAR,3,310.0,371.3,381.0,417.34,421.0,310.0,2.3629854632241263,3.0279887177261875,3.1332176177044913,3.52744630071599,3.5671512258624425,2.3629854632241263,False,True,True,True
920159,农大科技,2026-01-28,25.0,13.4,BSE,3,49.9,52.89,46.05,46.6,65.18,44.88,0.996,1.1156000000000001,0.8419999999999999,0.8640000000000001,1.6072000000000002,0.7952000000000001,False,True,True,True
920076,国亮新材,2026-01-22,10.76,14.97,BSE,3,33.11,28.06,29.6,28.59,34.34,27.08,2.0771375464684017,1.607806691449814,1.7509293680297398,1.6570631970260226,2.1914498141263943,1.516728624535316,False,True,True,True
920050,爱舍伦,2026-01-21,15.98,14.99,BSE,3,48.88,44.04,38.68,39.06,55.0,38.5,2.058823529411765,1.7559449311639548,1.4205256570713392,1.4443053817271592,2.44180225281602,1.4092615769712138,False,True,True,True
920086,科马材料,2026-01-16,11.66,14.2,BSE,3,50.0,54.95,40.25,41.49,79.93,39.56,3.288164665523156,3.712692967409949,2.4519725557461407,2.558319039451115,5.855060034305318,2.3927958833619214,False,True,True,True
603352,至信股份,2026-01-15,21.88,26.85,Main,3,66.01,68.58,55.68,52.04,80.0,51.0,2.01691042047532,2.13436928702011,1.5447897623400366,1.3784277879341866,2.656307129798903,1.3308957952468008,False,True,True,True
603402,陕西旅游,2026-01-06,80.44,12.37,Main,3,131.15,132.0,140.83,132.0,152.0,125.0,0.6304077573346596,0.6409746394828444,0.7507458975634016,0.6409746394828444,0.8896071606166087,0.5539532570860268,False,True,True,True
301687,新广益,2025-12-31,21.93,28.59,ChiNext,3,65.0,71.32,69.18,74.5,95.88,65.0,1.9639762881896945,2.2521659826721385,2.154582763337894,2.397172822617419,3.3720930232558137,1.9639762881896945,False,True,True,True
920045,蘅东光,2025-12-31,31.59,14.99,BSE,3,350.0,309.0,348.99,326.2,388.0,307.0,10.079455523899968,8.781576448243115,10.047483380816715,9.32605254827477,11.282367837923394,8.71826527382083,False,True,True,True
001369,双欣环保,2025-12-30,6.85,16.19,Main,3,19.6,19.68,16.51,15.88,25.0,15.82,1.8613138686131392,1.872992700729927,1.4102189781021903,1.318248175182482,2.6496350364963503,1.3094890510948907,False,True,True,True
001396,誉帆科技,2025-12-30,22.29,19.77,Main,3,60.0,50.01,43.15,42.36,64.5,42.0,1.6917900403768509,1.243606998654105,0.9358456707043517,0.9004037685060566,1.8936742934051147,0.8842530282637955,False,True,True,True
688809,强一股份,2025-12-30,85.09,48.55,STAR,3,265.6,226.01,256.8,283.0,308.0,220.23,2.121400869667411,1.656128804794923,2.017980961335057,2.32589023387002,2.619696791632389,1.5882007286402628,False,True,True,True
920121,江天科技,2025-12-25,21.21,14.5,BSE,3,61.0,59.51,51.99,47.85,72.88,47.74,1.876001885902876,1.8057520037718056,1.4512022630834513,1.2560113154172559,2.436115040075436,1.2508250825082508,False,True,True,True
688805,健信超导,2025-12-24,18.58,61.97,STAR,3,65.03,58.12,53.31,50.85,72.59,49.99,2.5000000000000004,2.1280947255113025,1.8692142088266959,1.7368137782561899,2.906889128094726,1.6905274488697528,False,True,True,True
301449,天溯计量,2025-12-23,36.8,21.78,ChiNext,3,78.5,101.01,75.83,90.11,150.99,75.7,1.1331521739130435,1.7448369565217394,1.0605978260869566,1.4486413043478263,3.102989130434783,1.0570652173913047,False,True,True,True
301667,纳百川,2025-12-23,22.63,28.7,ChiNext,3,60.0,115.0,82.73,84.28,180.0,59.99,1.6513477684489617,4.081749889527177,2.655766681396377,2.7242598320813083,6.954043305346885,1.6509058771542202,False,True,True,True
603248,锡华科技,2025-12-23,10.1,33.12,Main,3,28.45,36.81,26.01,26.42,46.0,24.02,1.8168316831683167,2.644554455445545,1.5752475247524753,1.615841584158416,3.554455445544555,1.378217821782178,False,True,True,True
688807,优迅股份,2025-12-19,51.66,60.27,STAR,3,240.0,230.7,214.81,203.11,289.0,194.81,3.645760743321719,3.4657375145180023,3.1581494386372437,2.9316686024003102,4.59427022841657,2.7710027100271004,False,True,True,True
001325,元创股份,2025-12-18,24.75,12.93,Main,3,79.0,67.23,57.49,54.19,79.0,54.04,2.191919191919192,1.7163636363636363,1.322828282828283,1.1894949494949496,2.191919191919192,1.1834343434343433,False,True,True,True
688802,沐曦股份,2025-12-17,104.66,,STAR,3,700.0,829.9,787.04,715.6,895.0,650.0,5.688324097076247,6.9294859545193965,6.5199694248041276,5.837378176953947,7.551500095547487,5.210586661570801,False,True,True,True
688790,昂瑞微,2025-12-16,83.06,,STAR,3,240.0,216.05,202.21,179.8,244.0,179.68,1.889477486154587,1.6011317120154107,1.4345051769804962,1.1647002167108114,1.9376354442571633,1.1632554779677342,False,True,True,True
688796,百奥赛图,2025-12-10,26.68,519.12,STAR,3,58.0,65.8,64.48,58.23,69.8,55.01,1.1739130434782608,1.4662668665667167,1.4167916041979014,1.1825337331334334,1.6161919040479757,1.0618440779610197,False,True,True,True
688795,摩尔线程,2025-12-05,114.28,,STAR,3,650.0,600.5,594.25,628.31,688.0,556.0,4.687784389219461,4.254637731886595,4.199947497374868,4.497987399369968,5.0203010150507525,3.8652432621631085,False,True,True,True
001280,中国铀业,2025-12-03,17.89,27.06,Main,3,62.0,67.99,69.49,65.89,80.0,58.88,2.465623253214086,2.8004471771939627,2.8842929010620453,2.6830631637786473,3.471771939631079,2.291224147568474,False,True,True,True
920035,精创电气,2025-12-02,12.1,13.47,BSE,3,51.0,52.12,41.8,39.2,66.23,39.2,3.214876033057851,3.307438016528925,2.4545454545454546,2.2396694214876036,4.473553719008265,2.2396694214876036,False,True,True,True
920124,南特科技,2025-11-27,8.66,13.6,BSE,3,25.51,24.51,20.72,19.88,29.98,19.81,1.945727482678984,1.8302540415704391,1.3926096997690531,1.2956120092378751,2.4618937644341803,1.287528868360277,False,True,True,True
001233,海安集团,2025-11-25,48.0,13.94,Main,3,87.06,83.52,80.0,74.37,100.0,73.88,0.81375,0.74,0.6666666666666667,0.5493750000000002,1.0833333333333335,0.5391666666666666,False,True,True,True
920091,大鹏工业,2025-11-21,9.0,14.52,BSE,3,35.09,118.0,82.6,61.81,159.0,35.01,2.898888888888889,12.11111111111111,8.177777777777777,5.867777777777778,16.666666666666668,2.8899999999999997,False,True,True,True
