code,name,board,issue_price,latest,first_close,apply_date,list_date,issue_pe,industry_pe,first_close_gt_latest,latest_vs_first_close_pct,first_close_vs_issue_pct,latest_vs_issue_pct,list_year
688011,新光光电,科创板,38.09,64.33,70.17,2019-07-10,2019-07-22,58.32,31.11,True,-8.322645004987894,84.22158046731425,68.88947230244156,2019
688010,福光股份,科创板,25.22,45.87,48.67,2019-07-10,2019-07-22,49.39,28.25,True,-5.753030614341492,92.98176050753372,81.87946074544013,2019
688009,中国通号,科创板,5.85,4.92,12.27,2019-07-10,2019-07-22,18.8,37.96,True,-59.90220048899755,109.74358974358975,-15.897435897435896,2019
688007,光峰科技,科创板,17.5,12.83,38.84,2019-07-10,2019-07-22,47.89,31.11,True,-66.96704428424304,121.94285714285718,-26.68571428571429,2019
688005,容百科技,科创板,26.62,28.93,49.53,2019-07-10,2019-07-22,58.21,31.11,True,-41.590954976781745,86.06311044327572,8.677685950413228,2019
603256,宏和科技,非科创板,4.43,233.23,6.38,2019-07-09,2019-07-19,22.96,12.62,False,3555.64263322884,44.01805869074493,5164.785553047404,2019
688008,澜起科技,科创板,24.8,269.15,74.92,2019-07-08,2019-07-22,40.12,30.93,False,259.24986652429254,202.09677419354838,985.282258064516,2019
603236,移远通信,非科创板,43.93,50.92,63.26,2019-07-04,2019-07-16,22.99,30.62,True,-19.506797344293393,44.00182107898929,15.911677669018909,2019
688006,杭可科技,科创板,27.43,32.78,54.62,2019-07-03,2019-07-22,39.8,31.3,True,-39.98535335042108,99.12504557054321,19.504192489974482,2019
300785,值得买,非科创板,28.42,37.89,40.92,2019-07-03,2019-07-15,17.45,33.6,True,-7.404692082111442,43.983110485573526,33.32160450387052,2019
300783,三只松鼠,非科创板,14.68,16.5,21.14,2019-07-03,2019-07-12,22.99,16.68,True,-21.94891201513718,44.00544959128065,12.397820163487738,2019
688003,天准科技,科创板,25.5,116.04,47.4,2019-07-02,2019-07-22,57.48,31.26,False,144.81012658227849,85.88235294117645,355.05882352941177,2019
688002,睿创微纳,科创板,20.0,151.97,50.2,2019-07-02,2019-07-22,79.09,30.58,False,202.72908366533864,151.00000000000003,659.8499999999999,2019
688001,华兴源创,科创板,24.26,73.3,55.5,2019-06-27,2019-07-22,41.08,31.11,False,32.072072072072075,128.77164056059357,202.14344600164878,2019
300788,中信出版,非科创板,14.85,23.72,21.38,2019-06-25,2019-07-05,15.15,15.15,False,10.944808231992509,43.97306397306397,59.73063973063972,2019
601236,红塔证券,非科创板,3.46,6.95,4.98,2019-06-24,2019-07-05,35.56,34.75,False,39.55823293172689,43.93063583815031,100.8670520231214,2019
601698,中国卫通,非科创板,2.72,29.69,3.92,2019-06-18,2019-06-28,26.01,31.46,False,657.3979591836735,44.11764705882351,991.5441176470589,2019
603867,新化股份,非科创板,16.29,37.7,23.46,2019-06-17,2019-06-27,14.18,17.25,False,60.699062233589096,44.014732965009216,131.4303253529773,2019
600968,海油发展,非科创板,2.04,3.4,2.94,2019-06-14,2019-06-26,22.93,74.8,False,15.646258503401356,44.11764705882353,66.66666666666666,2019
300594,ST朗进,非科创板,19.02,14.69,27.39,2019-06-12,2019-06-21,22.98,36.92,True,-46.36728733114276,44.006309148265,-22.765509989484755,2019
603863,松炀资源,非科创板,9.95,12.74,14.33,2019-06-11,2019-06-21,22.69,15.72,True,-11.095603628750872,44.02010050251257,28.040201005025132,2019
603217,元利科技,非科创板,54.96,23.08,79.14,2019-06-11,2019-06-20,20.72,20.58,True,-70.8364922921405,43.99563318777293,-58.00582241630276,2019
002956,西麦食品,非科创板,36.66,20.39,52.79,2019-06-05,2019-06-19,22.99,37.02,True,-61.37526046599735,43.99890889252593,-44.38079650845608,2019
603915,国茂股份,非科创板,10.35,14.57,14.9,2019-06-04,2019-06-14,22.98,29.37,True,-2.2147651006711455,43.96135265700485,40.77294685990338,2019
300782,卓胜微,非科创板,35.29,101.49,50.82,2019-06-04,2019-06-18,22.99,30.5,False,99.70484061393152,44.006800793425896,187.58855199773308,2019
300781,因赛集团,非科创板,16.53,28.95,23.8,2019-05-28,2019-06-06,22.98,24.18,False,21.638655462184865,43.9806412583182,75.13611615245009,2019
300780,德恩精工,非科创板,11.58,34.38,16.68,2019-05-22,2019-05-31,22.99,32.12,False,106.11510791366908,44.04145077720207,196.8911917098446,2019
603327,福蓉科技,非科创板,8.45,8.05,12.17,2019-05-13,2019-05-23,22.55,34.64,True,-33.85373870172555,44.02366863905327,-4.733727810650867,2019
300779,惠城环保,非科创板,13.59,49.39,19.57,2019-05-13,2019-05-22,22.99,28.95,False,152.37608584568218,44.00294334069168,263.4289919058131,2019
603982,泉峰汽车,非科创板,9.79,5.7,14.1,2019-05-10,2019-05-22,22.98,15.64,True,-59.57446808510638,44.024514811031665,-41.77732379979571,2019
300775,三角防务,非科创板,5.91,21.82,8.51,2019-05-10,2019-05-21,20.29,39.39,False,156.40423031727383,43.993231810490684,269.2047377326565,2019
002955,鸿合科技,非科创板,52.41,37.54,75.47,2019-05-10,2019-05-23,22.99,34.64,True,-50.2583808135683,43.99923678687274,-28.3724480061057,2019
300776,帝尔激光,非科创板,57.71,186.4,83.1,2019-05-07,2019-05-17,22.99,44.6,False,124.30806257521061,43.995841275342215,222.99428175359557,2019
300777,中简科技,非科创板,6.06,26.42,8.73,2019-05-06,2019-05-16,22.98,32.5,False,202.63459335624282,44.059405940594075,335.97359735973606,2019
603267,鸿远电子,非科创板,20.24,70.81,29.15,2019-04-30,2019-05-15,16.5,35.41,False,142.91595197255575,44.02173913043479,249.8517786561265,2019
600989,宝丰能源,非科创板,11.12,20.54,16.01,2019-04-30,2019-05-16,22.07,23.68,False,28.29481574016237,43.97482014388492,84.71223021582735,2019
300778,新城市,非科创板,27.33,9.42,39.36,2019-04-25,2019-05-10,22.99,38.44,True,-76.06707317073172,44.01756311745335,-65.5323819978046,2019
002953,日丰股份,非科创板,10.52,8.83,15.15,2019-04-24,2019-05-09,16.34,24.87,True,-41.71617161716171,44.011406844106475,-16.064638783269956,2019
603697,有友食品,非科创板,7.87,10.13,11.33,2019-04-23,2019-05-08,13.92,39.88,True,-10.591350397175637,43.96442185514613,28.7166454891995,2019
603967,中创物流,非科创板,15.32,11.05,22.06,2019-04-17,2019-04-29,22.24,13.12,True,-49.909338168631,43.9947780678851,-27.87206266318537,2019
300772,运达股份,非科创板,6.52,12.01,9.39,2019-04-17,2019-04-26,22.97,34.1,False,27.902023429179977,44.01840490797548,84.20245398773008,2019
300773,拉卡拉,非科创板,33.28,15.41,47.92,2019-04-16,2019-04-25,22.99,35.32,True,-67.84223706176962,43.99038461538463,-53.69591346153846,2019
300771,智莱科技,非科创板,30.24,10.82,43.55,2019-04-11,2019-04-22,14.57,43.31,True,-75.15499425947188,44.01455026455026,-64.21957671957672,2019
300770,新媒股份,非科创板,36.17,32.3,52.08,2019-04-10,2019-04-19,22.99,58.6,True,-37.98003072196621,43.98672933370196,-10.699474702792378,2019
603317,天味食品,非科创板,13.46,13.78,19.38,2019-04-03,2019-04-16,22.99,37.95,True,-28.895768833849335,43.9821693907875,2.3774145616641817,2019
300769,德方纳米,非科创板,41.78,67.06,60.16,2019-04-03,2019-04-15,21.46,21.46,False,11.469414893617035,43.992340832934396,60.507419818094775,2019
603068,博通集成,非科创板,18.63,40.36,26.83,2019-04-02,2019-04-15,22.99,34.54,False,50.42862467387255,44.015029522275896,116.63982823403116,2019
300768,迪普科技,非科创板,11.23,14.96,16.17,2019-04-02,2019-04-12,22.99,52.52,True,-7.48299319727892,43.989314336598405,33.214603739982195,2019
603379,三美股份,非科创板,32.43,83.48,46.7,2019-03-21,2019-04-02,13.06,20.26,False,78.75802997858672,44.002466851680545,157.41597286463153,2019
002952,亚世光电,非科创板,31.14,21.92,44.84,2019-03-18,2019-03-28,22.99,32.31,True,-51.11507582515611,43.994861913937065,-29.6082209377007,2019
603681,永冠新材,非科创板,10.0,22.42,14.4,2019-03-14,2019-03-26,22.98,17.6,False,55.69444444444444,43.99999999999999,124.2,2019
300767,震安科技,非科创板,19.19,23.03,27.63,2019-03-14,2019-03-29,13.95,25.23,True,-16.64857039449873,43.981240229286065,20.01042209484105,2019
300765,石药创新,非科创板,24.47,34.49,35.24,2019-03-13,2019-03-22,22.99,36.24,True,-2.128263337116909,44.01307723743362,40.94809971393545,2019
002958,青农商行,非科创板,3.96,2.8,5.7,2019-03-13,2019-03-26,10.74,6.79,True,-50.877192982456144,43.939393939393945,-29.292929292929294,2019
300766,每日互动,非科创板,13.08,21.35,18.84,2019-03-12,2019-03-25,22.98,29.7,False,13.322717622080681,44.03669724770643,63.226299694189606,2019
300763,锦浪科技,非科创板,26.64,78.48,38.36,2019-03-08,2019-03-19,19.68,22.17,False,104.58811261730969,43.993993993993996,194.5945945945946,2019
002951,金时科技,非科创板,9.94,13.43,14.31,2019-03-06,2019-03-15,22.99,30.02,True,-6.149545772187281,43.96378269617707,35.110663983903436,2019
300762,上海瀚讯,非科创板,16.28,44.0,23.44,2019-03-05,2019-03-14,22.99,29.95,False,87.71331058020478,43.98034398034398,170.27027027027026,2019
002950,奥美医疗,非科创板,11.03,9.31,15.88,2019-02-27,2019-03-11,22.03,35.53,True,-41.3727959697733,43.970988213961945,-15.593834995466905,2019
600928,西安银行,非科创板,4.68,3.4,6.74,2019-02-19,2019-03-01,10.28,6.49,True,-49.554896142433236,44.01709401709404,-27.350427350427353,2019
300758,七彩化学,非科创板,22.09,12.63,31.81,2019-02-13,2019-02-22,22.99,17.11,True,-60.295504558314995,44.00181077410592,-42.82480760525124,2019
002949,华阳国际,非科创板,10.51,10.16,15.13,2019-02-13,2019-02-26,22.99,30.11,True,-32.848645076007934,43.958135109419615,-3.3301617507136005,2019
603956,威派格,非科创板,5.7,5.88,8.21,2019-02-12,2019-02-22,22.97,33.9,True,-28.380024360535938,44.03508771929825,3.157894736842093,2019
300761,立华股份,非科创板,29.35,17.85,42.26,2019-01-30,2019-02-18,16.05,26.63,True,-57.76147657359205,43.98637137989778,-39.18228279386712,2019
601865,福莱特,非科创板,2.0,10.29,2.88,2019-01-29,2019-02-15,9.56,15.45,False,257.29166666666663,43.99999999999999,414.49999999999994,2019
002947,恒铭达,非科创板,18.72,69.53,26.96,2019-01-23,2019-02-01,22.99,25.47,False,157.90059347181005,44.01709401709404,271.4209401709402,2019
300755,华致酒行,非科创板,16.79,11.39,24.18,2019-01-17,2019-01-29,22.98,19.41,True,-52.894954507857726,44.01429422275165,-32.16200119118522,2019
603351,威尔药业,非科创板,35.5,25.88,51.12,2019-01-16,2019-01-30,22.99,25.38,True,-49.37402190923318,43.99999999999999,-27.09859154929578,2019
002946,新乳业,非科创板,5.45,14.47,7.85,2019-01-16,2019-01-25,22.96,31.44,False,84.33121019108283,44.0366972477064,165.50458715596332,2019
300759,康龙化成,非科创板,7.66,29.11,11.03,2019-01-15,2019-01-28,22.99,37.29,False,163.91659111514053,43.9947780678851,280.02610966057443,2019
601615,明阳智能,非科创板,4.75,11.16,6.84,2019-01-11,2019-01-23,22.96,25.9,False,63.1578947368421,43.99999999999999,134.9473684210526,2019
603700,宁水集团,非科创板,16.63,11.42,23.95,2019-01-10,2019-01-22,22.98,24.38,True,-52.317327766179545,44.016837041491286,-31.328923631990378,2019
601298,青岛港,非科创板,4.61,8.05,6.64,2019-01-09,2019-01-21,10.51,15.53,False,21.234939759036166,44.03470715835138,74.62039045553146,2019
002945,华林证券,非科创板,3.62,13.62,5.21,2019-01-08,2019-01-17,22.98,19.33,False,161.42034548944335,43.92265193370166,276.2430939226519,2019
603332,苏州龙杰,非科创板,19.44,10.58,27.99,2019-01-04,2019-01-17,18.95,24.68,True,-62.200785994998206,43.98148148148147,-45.57613168724281,2019
002948,青岛银行,非科创板,4.52,5.27,6.51,2019-01-04,2019-01-16,10.81,6.72,True,-19.047619047619047,44.02654867256639,16.5929203539823,2019
603739,蔚蓝生物,非科创板,10.19,12.11,14.67,2019-01-03,2019-01-16,22.99,31.68,True,-17.450579413769596,43.96467124631993,18.842001962708533,2019
603121,华培动力,非科创板,11.79,12.4,16.98,2018-12-27,2019-01-11,22.98,13.24,True,-26.972909305064785,44.0203562340967,5.173876166242586,2019
300757,罗博特科,非科创板,21.56,529.27,31.05,2018-12-26,2019-01-08,20.59,34.86,False,1604.573268921095,44.01669758812616,2354.87012987013,2019
603185,弘元绿能,非科创板,34.1,16.12,49.1,2018-12-19,2018-12-28,22.98,35.37,True,-67.16904276985744,43.98826979472141,-52.727272727272734,2018
300756,金马游乐,非科创板,53.86,31.92,77.56,2018-12-19,2018-12-28,21.35,45.19,True,-58.84476534296028,44.00297066468624,-40.735239509840326,2018
601860,紫金银行,非科创板,3.14,2.48,4.52,2018-12-18,2019-01-03,10.85,6.86,True,-45.13274336283185,43.94904458598725,-21.019108280254784,2019
603629,利通电子,非科创板,19.29,174.06,27.78,2018-12-12,2018-12-24,22.63,24.91,False,526.5658747300216,44.01244167962677,802.3328149300155,2018
300753,爱朋医疗,非科创板,15.8,20.14,22.75,2018-12-04,2018-12-13,22.99,34.85,True,-11.47252747252747,43.987341772151886,27.468354430379737,2018
002942,新农股份,非科创板,14.33,14.69,20.64,2018-11-22,2018-12-05,22.98,17.59,True,-28.82751937984497,44.033496161898114,2.512212142358683,2018
300752,隆利科技,非科创板,20.87,14.61,30.05,2018-11-21,2018-11-30,15.94,25.82,True,-51.38103161397672,43.9865836128414,-29.99520843315765,2018
002943,宇晶股份,非科创板,17.61,45.55,25.36,2018-11-20,2018-11-29,22.99,25.3,False,79.6135646687697,44.00908574673481,158.65985235661557,2018
603187,海容冷链,非科创板,32.25,11.84,46.44,2018-11-19,2018-11-29,22.99,25.3,True,-74.50473729543496,43.99999999999999,-63.286821705426355,2018
002941,新疆交建,非科创板,7.18,9.73,10.34,2018-11-15,2018-11-28,22.0,10.29,True,-5.899419729206956,44.01114206128134,35.51532033426186,2018
603220,中贝通信,非科创板,7.85,20.79,11.3,2018-11-06,2018-11-15,22.97,37.01,False,83.98230088495573,43.949044585987274,164.8407643312102,2018
601319,中国人保,非科创板,3.34,7.22,4.81,2018-11-06,2018-11-16,8.87,16.04,False,50.1039501039501,44.01197604790419,116.1676646706587,2018
300751,迈为股份,非科创板,56.68,266.33,81.62,2018-10-31,2018-11-09,22.99,32.95,False,226.30482724822346,44.0014114326041,369.88355681016225,2018
300674,宇信科技,非科创板,8.36,15.23,12.04,2018-10-24,2018-11-07,22.97,38.86,False,26.495016611295696,44.01913875598087,82.177033492823,2018
002939,长城证券,非科创板,6.31,8.4,9.09,2018-10-17,2018-10-26,22.98,17.31,True,-7.590759075907583,44.05705229793979,33.12202852614898,2018
002940,昂利康,非科创板,23.07,29.06,33.22,2018-10-11,2018-10-23,22.99,30.13,True,-12.52257676098736,43.99653229302123,25.964456003467706,2018
601162,天风证券,非科创板,1.79,3.69,2.58,2018-10-09,2018-10-19,22.86,17.36,False,43.023255813953476,44.1340782122905,106.14525139664805,2018
300760,迈瑞医疗,非科创板,48.8,139.2,70.27,2018-09-27,2018-10-16,22.99,36.01,False,98.0930695887292,43.99590163934426,185.24590163934425,2018
300694,蠡湖股份,非科创板,9.89,11.83,14.24,2018-09-27,2018-10-15,22.98,27.7,True,-16.92415730337079,43.98382204246714,19.615773508594536,2018
300749,顶固集创,非科创板,12.22,25.79,17.6,2018-09-13,2018-09-25,22.99,26.85,False,46.534090909090885,44.02618657937807,111.04746317512273,2018
601577,长沙银行,非科创板,7.99,8.77,11.51,2018-09-12,2018-09-26,6.97,6.59,True,-23.80538662033015,44.05506883604504,9.762202753441795,2018
002937,兴瑞科技,非科创板,9.94,44.1,14.31,2018-09-12,2018-09-26,22.99,30.25,False,208.17610062893084,43.96378269617707,343.661971830986,2018
603583,捷昌驱动,非科创板,29.17,23.66,42.0,2018-09-11,2018-09-21,22.99,21.68,True,-43.666666666666664,43.98354473774424,-18.889269797737406,2018
002936,郑州银行,非科创板,4.59,1.69,6.61,2018-09-07,2018-09-19,6.5,6.6,True,-74.43267776096822,44.00871459694991,-63.18082788671025,2018
603810,丰山集团,非科创板,25.43,11.68,36.62,2018-09-06,2018-09-17,20.39,20.39,True,-68.10486073184052,44.00314589068029,-54.06999606763665,2018
300748,金力永磁,非科创板,5.39,33.0,7.76,2018-09-06,2018-09-21,22.98,30.24,False,325.25773195876286,43.970315398886825,512.2448979591837,2018
002938,鹏鼎控股,非科创板,16.07,92.52,23.14,2018-09-05,2018-09-18,22.99,30.42,False,299.82713915298183,43.99502177971375,475.7311761045426,2018
603790,雅运股份,非科创板,10.98,24.89,15.81,2018-08-30,2018-09-12,15.83,20.86,False,57.43200506008854,43.98907103825136,126.68488160291437,2018
603297,永新光学,非科创板,25.87,133.32,37.25,2018-08-29,2018-09-10,22.99,28.17,False,257.90604026845637,43.98917665249322,415.34596057209114,2018
002935,天奥电子,非科创板,19.38,23.02,27.91,2018-08-23,2018-09-03,22.99,31.15,True,-17.520601934790403,44.01444788441693,18.782249742002065,2018
601068,中铝国际,非科创板,3.45,4.35,4.97,2018-08-21,2018-08-31,31.86,10.42,True,-12.474849094567409,44.057971014492736,26.08695652173911,2018
603192,汇得科技,非科创板,19.6,17.66,28.22,2018-08-16,2018-08-28,22.99,21.97,True,-37.4202693125443,43.97959183673468,-9.897959183673477,2018
002933,新兴装备,非科创板,22.45,26.41,32.33,2018-08-15,2018-08-28,22.99,33.97,True,-18.311166099597887,44.008908685968805,17.63919821826281,2018
603590,康辰药业,非科创板,24.34,31.15,35.05,2018-08-14,2018-08-27,22.99,34.12,True,-11.126961483594865,44.00164338537387,27.97863599013968,2018
300724,捷佳伟创,非科创板,14.16,70.13,20.39,2018-08-01,2018-08-10,18.47,39.05,False,243.9431093673369,43.99717514124295,395.26836158192083,2018
601606,长城军工,非科创板,3.33,28.58,4.8,2018-07-25,2018-08-06,22.93,23.75,False,495.4166666666667,44.144144144144136,758.2582582582581,2018
603657,春光科技,非科创板,18.46,27.61,26.58,2018-07-18,2018-07-30,22.99,28.02,False,3.875094055680961,43.98699891657636,49.566630552546044,2018
601869,长飞光纤,非科创板,26.71,464.37,38.46,2018-07-10,2018-07-20,16.38,32.9,False,1107.4102964118565,43.99101460127292,1638.562336203669,2018
603713,密尔克卫,非科创板,11.27,72.03,16.23,2018-07-04,2018-07-13,20.53,20.55,False,343.80776340110907,44.01064773735581,539.1304347826087,2018
002932,*ST明德,非科创板,20.45,15.01,29.45,2018-06-29,2018-07-10,22.99,37.78,True,-49.032258064516135,44.00977995110025,-26.601466992665035,2018
603706,东方环宇,非科创板,13.09,18.41,18.85,2018-06-27,2018-07-09,22.99,28.45,True,-2.3342175066313087,44.003055767761666,40.64171122994653,2018
603105,芯能科技,非科创板,4.83,6.95,6.96,2018-06-27,2018-07-09,22.96,24.31,True,-0.1436781609195359,44.09937888198758,43.89233954451346,2018
603693,江苏新能,非科创板,9.0,12.7,12.96,2018-06-21,2018-07-03,17.87,21.36,True,-2.0061728395061817,44.000000000000014,41.1111111111111,2018
603650,彤程新材,非科创板,12.32,97.71,17.74,2018-06-14,2018-06-27,22.99,24.54,False,450.7891770011274,43.99350649350649,693.1006493506493,2018
300747,锐科激光,非科创板,38.11,46.33,54.88,2018-06-13,2018-06-25,17.96,38.01,True,-15.579446064139946,44.00419837313041,21.569141957491468,2018
603587,地素时尚,非科创板,27.52,11.51,39.63,2018-06-12,2018-06-22,22.99,27.69,True,-70.95634620237195,44.004360465116285,-58.17587209302326,2018
601066,中信建投,非科创板,5.42,28.37,7.8,2018-06-07,2018-06-20,11.21,21.25,False,263.71794871794873,43.91143911439115,423.43173431734317,2018
601990,南京证券,非科创板,3.79,6.71,5.46,2018-06-01,2018-06-13,25.61,21.04,False,22.8937728937729,44.06332453825856,77.04485488126649,2018
603666,亿嘉和,非科创板,34.46,29.23,49.62,2018-05-31,2018-06-12,19.5,44.53,True,-41.09230149133414,43.99303540336621,-15.177016831108537,2018
601330,绿色动力,非科创板,3.29,7.06,4.74,2018-05-30,2018-06-11,19.56,32.31,False,48.945147679324876,44.07294832826749,114.58966565349544,2018
300750,宁德时代,非科创板,25.14,382.35,36.2,2018-05-30,2018-06-11,22.99,24.99,False,956.2154696132596,43.9936356404137,1420.8830548926014,2018
601138,工业富联,非科创板,13.77,64.02,19.83,2018-05-24,2018-06-08,17.09,41.66,False,222.84417549167927,44.008714596949886,364.92374727668846,2018
603486,科沃斯,非科创板,20.02,51.26,28.83,2018-05-16,2018-05-28,22.99,27.09,False,77.80090183836282,44.00599400599401,156.04395604395603,2018
300746,汉嘉数智,非科创板,5.62,10.7,8.09,2018-05-16,2018-05-25,21.45,55.68,False,32.2620519159456,43.950177935943046,90.39145907473308,2018
300745,欣锐科技,非科创板,11.65,43.11,16.78,2018-05-14,2018-05-23,17.29,17.3,False,156.9129916567342,44.034334763948515,270.0429184549356,2018
603045,福达合金,非科创板,9.65,70.67,13.9,2018-05-07,2018-05-17,22.76,28.72,False,408.41726618705036,44.04145077720207,632.3316062176166,2018
300454,深信服,非科创板,30.07,93.7,43.3,2018-05-07,2018-05-16,22.99,51.89,False,116.39722863741339,43.997339541070836,211.60625207848355,2018
603013,亚普股份,非科创板,11.67,16.05,16.8,2018-04-25,2018-05-09,18.0,18.06,True,-4.46428571428571,43.958868894601544,37.53213367609256,2018
603259,药明康德,非科创板,21.6,121.3,31.1,2018-04-24,2018-05-08,22.99,65.32,False,290.032154340836,43.98148148148149,461.574074074074,2018
603596,伯特利,非科创板,15.1,25.14,21.74,2018-04-18,2018-04-27,22.88,19.02,False,15.63937442502301,43.97350993377482,66.49006622516558,2018
603348,文灿股份,非科创板,15.26,13.73,21.97,2018-04-16,2018-04-26,22.99,41.58,True,-37.50568957669549,43.97116644823067,-10.026212319790295,2018
603733,仙鹤股份,非科创板,13.59,27.55,19.57,2018-04-09,2018-04-20,22.98,39.16,False,40.77669902912622,44.00294334069168,102.72259013980869,2018
603876,鼎胜新材,非科创板,13.54,25.2,19.5,2018-04-04,2018-04-18,22.98,84.5,False,29.230769230769237,44.01772525849337,86.1152141802068,2018
603773,沃格光电,非科创板,33.37,137.81,48.05,2018-04-04,2018-04-17,15.68,49.0,False,186.80541103017694,43.99160922984717,312.9757267006293,2018
300743,天地数码,非科创板,14.7,14.95,21.17,2018-04-04,2018-04-27,22.99,49.0,True,-29.38119981105338,44.013605442176896,1.7006802721088343,2018
603301,振德医疗,非科创板,19.82,84.04,28.54,2018-03-29,2018-04-12,22.99,58.6,False,194.46391030133148,43.99596367305752,324.01614530776993,2018
603897,长城科技,非科创板,17.66,37.41,25.43,2018-03-28,2018-04-10,18.71,30.69,False,47.109712937475415,43.99773499433748,111.83465458663645,2018
002931,锋龙股份,非科创板,12.36,71.28,17.8,2018-03-22,2018-04-03,22.98,58.08,False,300.44943820224717,44.012944983818784,476.6990291262136,2018
603214,爱婴室,非科创板,19.95,12.68,28.73,2018-03-21,2018-03-30,22.98,40.01,True,-55.8649495301079,44.01002506265665,-36.44110275689223,2018
300504,天邑股份,非科创板,13.06,15.42,18.81,2018-03-21,2018-03-30,22.98,48.51,True,-18.022328548644328,44.02756508422663,18.070444104134765,2018
600929,雪天盐业,非科创板,3.71,4.71,5.34,2018-03-14,2018-03-26,22.99,40.05,True,-11.79775280898876,43.93530997304582,26.954177897574127,2018
300634,彩讯股份,非科创板,7.17,19.82,10.32,2018-03-14,2018-03-23,22.98,44.98,False,92.05426356589147,43.93305439330544,176.42956764295675,2018
002930,宏川智慧,非科创板,8.53,9.95,12.28,2018-03-14,2018-03-28,22.97,39.44,True,-18.973941368078172,43.96248534583822,16.64712778429074,2018
002928,华夏航空,非科创板,20.64,7.11,29.72,2018-02-14,2018-03-02,22.99,25.25,True,-76.07671601615074,43.99224806201549,-65.55232558139534,2018
300741,华宝股份,非科创板,38.6,13.05,55.58,2018-02-13,2018-03-01,22.99,41.47,True,-76.52033105433608,43.98963730569947,-66.19170984455958,2018
002929,润建股份,非科创板,23.95,69.65,34.49,2018-02-13,2018-03-01,22.99,44.99,False,101.94259205566834,44.00835073068894,190.81419624217122,2018
603059,倍加洁,非科创板,24.07,24.92,34.66,2018-02-09,2018-03-02,22.99,32.6,True,-28.10155799192151,43.99667636061486,3.531366846697148,2018
603680,今创集团,非科创板,32.69,9.98,47.07,2018-02-08,2018-02-27,22.99,47.5,True,-78.79753558529849,43.98898745793822,-69.47078617314163,2018
603712,七一二,非科创板,4.55,12.55,6.55,2018-02-07,2018-02-26,22.99,45.32,False,91.60305343511452,43.956043956043956,175.82417582417585,2018
600901,江苏金租,非科创板,6.25,6.03,9.0,2018-02-07,2018-03-01,22.98,33.27,True,-32.99999999999999,43.99999999999999,-3.520000000000001,2018
002927,泰永长征,非科创板,14.78,18.35,21.28,2018-02-07,2018-02-23,22.99,31.89,True,-13.768796992481203,43.97834912043304,24.15426251691477,2018
603156,养元饮品,非科创板,78.73,45.15,113.37,2018-01-31,2018-02-12,17.74,50.09,True,-60.17464937814236,43.99847580337863,-42.65210212117364,2018
300740,水羊股份,非科创板,21.23,22.27,30.57,2018-01-30,2018-02-08,22.99,41.9,True,-27.150801439319594,43.99434762129062,4.898728214790382,2018
603709,中源家居,非科创板,19.86,13.82,28.6,2018-01-29,2018-02-08,22.99,47.25,True,-51.67832167832168,44.00805639476335,-30.412890231621347,2018
300644,南京聚隆,非科创板,18.03,24.2,25.96,2018-01-26,2018-02-06,22.99,35.84,True,-6.779661016949157,43.98225180255131,34.22074320576816,2018
603871,嘉友国际,非科创板,41.89,11.04,60.32,2018-01-25,2018-02-06,22.99,34.35,True,-81.6976127320955,43.99618047266651,-73.64526139890188,2018
002926,华西证券,非科创板,9.46,8.35,13.62,2018-01-24,2018-02-05,22.97,23.05,True,-38.693098384728344,43.974630021141635,-11.733615221987325,2018
603516,淳中科技,非科创板,19.64,121.6,28.28,2018-01-23,2018-02-02,22.99,44.0,False,329.9858557284299,43.99185336048881,519.1446028513238,2018
603506,南都物业,非科创板,16.25,10.0,23.4,2018-01-23,2018-02-01,22.98,16.72,True,-57.26495726495726,43.99999999999999,-38.46153846153846,2018
300739,明阳电路,非科创板,22.3,32.83,32.11,2018-01-23,2018-02-01,22.99,44.41,False,2.2422921208346214,43.991031390134516,47.21973094170402,2018
601838,成都银行,非科创板,6.99,18.38,10.07,2018-01-17,2018-01-31,9.99,7.54,False,82.52234359483612,44.06294706723892,162.9470672389127,2018
300737,科顺股份,非科创板,9.95,6.81,14.33,2018-01-16,2018-01-25,22.98,38.95,True,-52.477320307048146,44.02010050251257,-31.55778894472362,2018
603356,华菱精工,非科创板,10.21,17.21,14.7,2018-01-11,2018-01-24,22.98,40.48,False,17.0748299319728,43.97649363369245,68.56023506366307,2018
603895,天永智能,非科创板,18.33,30.63,26.4,2018-01-10,2018-01-22,22.99,60.06,False,16.022727272727266,44.02618657937807,67.10310965630116,2018
300738,奥飞数据,非科创板,18.15,20.9,26.14,2018-01-10,2018-01-19,22.99,48.37,True,-20.045906656465196,44.02203856749314,15.15151515151516,2018
300624,万兴科技,非科创板,16.55,52.58,23.83,2018-01-05,2018-01-18,22.96,48.57,False,120.64624422996224,43.98791540785496,217.7039274924471,2018
300733,西菱动力,非科创板,12.9,12.26,18.58,2018-01-04,2018-01-16,22.98,19.79,True,-34.01506996770721,44.03100775193798,-4.961240310077519,2018
002925,盈趣科技,非科创板,22.5,23.85,32.4,2018-01-04,2018-01-15,22.99,49.41,True,-26.388888888888886,43.99999999999999,6.000000000000005,2018
601828,美凯龙,非科创板,10.23,2.12,14.73,2018-01-03,2018-01-17,19.44,34.01,True,-85.60760353021045,43.98826979472141,-79.27663734115346,2018
