date,code,name,close,pct,turnover,cap_yi,amount_yi,vol_ratio5,clv,ret_open,ret_close,idx_pct,idx_clv,idx_ret_open,next_locked_down
2025-07-03,002466,天齐锂业,33.33,2.7118644067796405,3.101907955355838,491.85880753350006,15.25700748,1.3157499892211955,0.8521739130434766,-0.009000900090008868,-0.028802880288028798,0.6184578870496615,0.8659365558912491,-0.00015372712678962674,False
2025-07-24,000750,国海证券,4.338,2.6017029328287755,3.297955019501206,253.87373419259998,8.37264156,1.8855311116845281,1.0,0.004610419548178868,-0.006915629322268413,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-24,000878,云南铜业,13.82,3.211351755041081,4.112335008139589,281.508723805,11.5765818,1.3828468160265734,0.9200000000000017,-0.00940665701881338,-0.01881331403762665,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-24,000969,安泰科技,14.1,3.44827586206895,6.9277100817924815,148.91303155300002,10.3162631,1.2105083881187055,0.864864864864865,0.0007092198581559739,-0.01773049645390068,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-24,002340,格林美,6.645,3.263403263403264,3.473765354153011,342.1211788468,11.88448698,1.7708071804541634,0.9090909090909068,0.0,-0.009029345372460473,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-24,002709,天赐材料,19.552,4.0996698967096235,4.142918720462967,300.293192781,12.4409029,1.2299291125055676,0.9,0.0005114566284780686,-0.0030687397708674125,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-24,300782,卓胜微,76.47,3.78664495114005,3.1681190612460157,350.6650133796,11.10948513,2.1098715014348617,0.8505747126436789,0.0003923107100824996,0.003400026154047442,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-24,601099,太平洋,4.18,3.2098765432098775,6.966167270196704,284.922024266,19.848144799999996,2.448373553465372,1.0,0.0,-0.009569377990430672,0.7104765557300441,0.9163995067817432,-0.0008965929468022216,False
2025-07-25,300373,扬杰科技,53.69,3.329484218629708,3.2367014206484113,296.06175839599996,9.58263514,1.5669587922538795,0.9497716894977171,0.009126466753585527,-0.0022350530825107073,-0.5273509052696523,0.2862385321100833,0.00025198926138059186,False
2025-07-30,605589,圣泉集团,32.43,3.8092189500640306,3.771897791093232,279.8300045384,10.55490176,1.8690857371147125,0.8787878787878772,-0.0018501387604070718,-0.01603453592352755,-0.01878603667614387,0.4120803046036621,-0.0023318333799056123,False
2025-08-04,300762,上海瀚讯,24.89,2.8512396694214903,6.800593583944573,156.3006806508,10.62937406,1.2119263446282693,0.9368421052631591,0.0036159100040176195,0.005624748895138643,0.3889093029965984,1.0,0.002380425970963218,False
2025-08-06,600764,中国海防,37.131,3.541451716349253,3.084111131874864,264.78050922360006,8.16612516,1.6239498631432157,0.8628571428571418,-0.0018852172039536264,-0.025854407368506083,0.24467216610413178,0.8246187363834253,0.0016506664657018888,False
2025-08-12,300623,捷捷微电,32.49,3.241182078169702,5.210224140743834,250.54852089599996,13.05413952,1.5741585513788052,0.8773006134969351,-0.004924592182209975,0.0003077870113881165,0.5171606618298075,0.7050202681633888,0.0016096220163472896,False
2025-08-13,001696,宗申动力,24.88,3.3651848774407966,7.344154619591464,223.55938308,16.41854676,1.7118650981885237,0.9120879120879101,-0.003215434083601254,-0.030948553054662375,0.7903316497057,0.7428571428571422,0.0008116688774069125,False
2025-08-13,300017,网宿科技,11.59,3.2056990204808455,7.794498165637726,280.3208952736,21.84960704,1.9116896322821941,0.857142857142856,0.0,-0.025884383088869756,0.7903316497057,0.7428571428571422,0.0008116688774069125,False
2025-08-15,000887,中鼎股份,19.37,3.30666666666668,5.09356338254332,257.22232798560003,13.10178231,1.291383677035934,0.9830508474576305,0.03252452245740822,0.10118740320082598,0.6958505359055511,0.7836798881705522,0.0037835972729542977,False
2025-08-15,002409,雅克科技,58.72,5.044722719141315,7.1157241401035645,189.04325034449997,13.4517962,2.16744189604786,0.9761092150170647,0.01021798365122617,0.013283378746594021,0.6958505359055511,0.7836798881705522,0.0037835972729542977,False
2025-08-15,300346,南大光电,34.56,3.814959447281474,7.936376637907504,231.79262778600003,18.395935960000003,1.2751591830987967,0.8859060402684596,0.01967592592592582,0.004050925925926041,0.6958505359055511,0.7836798881705522,0.0037835972729542977,False
2025-08-15,600864,哈投股份,7.37,3.3660589060308554,6.898824078310982,153.338047324,10.57852213,1.6423073120856329,0.8823529411764705,0.03527815468113982,0.008141112618724522,0.6958505359055511,0.7836798881705522,0.0037835972729542977,False
2025-08-15,605111,新洁能,34.739,5.177268461049356,5.720018579713254,145.0756656531,8.29835503,1.6349028297731778,0.9158415841584149,0.006908661734649879,-0.007196522640260272,0.6958505359055511,0.7836798881705522,0.0037835972729542977,False
2025-08-18,300474,景嘉微,90.02,2.563518286430444,7.984039861633035,365.9130115368,29.2146407,1.280654456315254,0.8749999999999991,-0.03910242168407019,-0.07498333703621418,0.8818875153187911,0.51754385964912,0.0005566812363042573,False
2025-08-19,603583,捷昌驱动,40.78,4.136874361593468,6.973580731336369,157.0652738095,10.95307367,1.6987818820731329,0.8860294117647053,-0.012506130456105935,-0.007846983815595898,-0.3783545351829565,0.16646266829865225,-0.003544562754388192,False
2025-08-20,002036,联创电子,11.83,2.690972222222232,6.756217640088538,124.8618377825,8.43593751,1.5500962972302048,0.9600000000000009,0.004226542688081203,-0.004226542688081203,1.137243480916883,0.9908076970216938,0.00303647516036909,False
2025-08-20,600536,中国软件,51.4,3.503826016915035,6.494353956953031,433.63913002999993,28.16206,1.4449335024671204,0.899280575539568,0.0,0.02821011673151763,1.137243480916883,0.9908076970216938,0.00303647516036909,False
2025-08-20,603605,珀莱雅,86.184,3.6937218759775625,3.1969610363984406,344.41996742020007,11.01097216,1.8695928283439913,0.993975903614459,0.0013923698134223894,-0.0012763389956372828,1.137243480916883,0.9908076970216938,0.00303647516036909,False
2025-08-20,688777,中控技术,50.934,3.95966853084051,3.764923567019,403.1246667914999,15.1773355845,1.7115016543285866,0.9070796460176986,0.0015706600698943696,-0.01629559822515414,1.137243480916883,0.9908076970216938,0.00303647516036909,False
2025-08-22,000021,深科技,21.22,4.377766847024112,7.949805063105641,337.4989563520001,26.83050912,1.4038253706540154,0.9899999999999984,0.020735155513666337,-0.01602262016965128,2.0972138980940302,0.9957156981214949,0.008746002740977588,False
