code,name,trade,float_cap_yi,float_shares,turnoverratio
603301,振德医疗,84.8,223.76703879999997,263876224.99999997,0.86897
603303,得邦照明,22.44,107.02636263,476944574.9999999,0.78105
603305,旭升集团,11.23,129.78607083880001,1155708556.0,1.45345
603306,华懋科技,80.25,264.4202968425,329495697.0,3.37831
603308,应流股份,50.45,342.5810927805,679050729.0,2.53318
603309,维力医疗,12.36,36.075307264799996,291871418.0,1.97964
603311,金海高科,28.29,66.7315572903,235883907.00000003,2.13898
603313,梦百合,7.93,45.2475399805,570586885.0,12.85277
603315,福鞍股份,12.55,40.205966132,320366264.0,1.42643
603316,诚邦股份,16.62,43.920676799999995,264263999.99999997,4.08126
603317,天味食品,13.9,147.628718707,1062077113.0,1.44195
603318,水发燃气,8.43,38.6996788932,459070924.00000006,16.6604
603319,美湖股份,28.42,96.3863384876,339149678.0,5.93291
603322,超讯科技,27.78,43.7776119288,157586796.0,3.76193
603323,苏农银行,4.23,93.92273307629999,2220395580.9999995,1.28258
603324,盛剑科技,34.93,51.584477294,147679580.0,3.37892
603327,福蓉科技,7.79,81.441284144,1045459360.0,1.37854
603328,依顿电子,9.62,96.0501791782,998442611.0,2.62894
603330,天洋新材,7.45,32.2341868505,432673649.0,7.56539
603333,福华尚纬,7.98,49.5979013628,621527585.9999999,2.02713
603336,宏辉果蔬,8.5,51.741110325,608718945.0,5.30607
603337,杰克科技,38.42,179.4328457022,467029791.0,1.27139
603338,浙江鼎力,52.5,265.832636475,506347879.0,1.60055
603339,四方科技,12.94,40.041688045,309441175.0,6.53789
603341,龙旗科技,39.93,106.2987834183,266212831.0,4.4568
603345,安井食品,90.05,264.111455916,293294232.00000006,2.65799
603348,文灿股份,13.7,43.083375304,314477192.0,0.95619
603351,威尔药业,26.32,35.6475795424,135439132.0,1.75898
603353,和顺石油,31.6,53.852088,170418000.0,2.72684
603355,莱克电气,25.46,145.9868461572,573396882.0,0.24484
603357,设计总院,5.94,33.296269228199996,560543252.9999999,0.84785
603358,华达科技,38.34,177.0428645262,461770642.99999994,3.06536
603360,百傲化学,13.7,96.752640598,706223654.0000001,1.60729
603363,傲农生物,2.88,61.82178243840001,2146589668.0000002,1.97003
603365,水星家纺,16.95,44.26216215,261133700.0,0.44514
603366,日出东方,6.44,52.3602977044,813048100.9999999,1.11277
603367,辰欣药业,15.73,71.2182244917,452754128.99999994,10.39375
603368,柳药集团,15.92,63.236047716,397211355.0,1.74312
603369,今世缘,25.91,323.0458895867,1246800037.0,2.36839
603379,三美股份,64.5,393.758978865,610479037.0,2.56192
603380,易德龙,41.03,65.82902436,160441200.0,3.10151
603383,顶点软件,26.1,53.603229698999996,205376358.99999997,1.57025
603386,骏亚科技,13.93,45.456732608,326322560.0,2.73822
603387,基蛋生物,9.23,46.8102696191,507153516.99999994,5.01267
603389,亚振家居,51.7,135.842784,262752000.0,0.74483
603390,通达电气,9.45,33.176489976,351073968.0,2.90631
603392,万泰生物,29.08,367.6854274032,1264392804.0,0.65094
603393,新天然气,23.75,100.6813151625,423921327.0,2.36414
603396,金辰股份,23.64,32.747895799199995,138527477.99999997,1.98568
603399,永杉锂业,14.26,73.0526465474,512290649.0,9.98675
603408,建霖家居,10.2,45.652446000000005,447573000.00000006,0.43718
603416,信捷电气,54.81,76.485228372,139546120.0,2.41125
603421,鼎信通讯,5.68,37.0444210248,652190511.0,1.59355
603439,三力制药,11.64,47.0070011424,403840216.00000006,3.3485
603444,吉比特,366.44,263.9874105044,72041101.0,4.71524
603456,九洲药业,15.89,140.1037234492,881710028.0,5.5378
603459,红板科技,85.05,67.233605229,79051858.00000001,20.10162
603466,风语筑,11.94,71.02252194479999,594828492.0,14.32914
603477,巨星农牧,15.82,80.6931453482,510070451.00000006,4.50415
603486,科沃斯,53.2,305.02360181999995,573352635.0,1.36172
603489,八方股份,26.07,61.1649071253,234617979.0,2.58958
603496,恒为科技,22.8,73.007707404,320209243.0,5.03929
603499,翔港科技,12.2,51.683121811999996,423632146.0,1.73768
603500,祥和实业,9.56,31.7974269964,332609068.99999994,1.68591
603505,金石资源,15.98,134.4986763174,841668813.0,2.3347
603507,DR振江股,24.63,58.2016343142,236303834.0,5.04065
603508,思维列控,22.2,84.64291169399999,381274377.0,1.0755
603511,爱慕股份,12.0,48.22647744,401887312.0,0.40969
603515,欧普照明,17.36,127.82655277839999,736328068.9999999,0.15515
603516,淳中科技,98.14,199.4874890106,203268279.0,5.51448
603519,立霸股份,14.55,38.750700574499994,266327838.99999997,4.1449
603520,司太立,9.76,42.7888043856,438409881.0,5.38181
603527,众源新材,9.71,30.77790352,316971200.0,2.47912
603528,多伦科技,5.68,40.096831440799996,705930131.0,1.57177
603529,爱玛科技,20.76,175.95355668599998,847560484.9999999,1.03912
603530,神马电力,45.65,195.137669331,427464774.0,0.39285
603533,掌阅科技,18.61,81.6787009935,438896835.0,3.64432
603535,嘉诚国际,6.11,31.217110024100002,510918330.99999994,0.91767
603538,美诺华,39.0,131.39878089,336919951.0,30.42997
603551,奥普科技,9.49,36.050958385,379883650.0,0.587
603556,海兴电力,23.25,113.05641952500001,486264170.00000006,1.92899
603558,健盛集团,12.14,41.5962591486,342638049.0,1.05534
603559,中通国脉,8.14,32.6639460906,401276978.99999994,2.8976
603565,中谷物流,10.3,216.306499609,2100063103.0,0.51122
603566,普莱柯,10.53,36.4403573469,346062273.0,1.02627
603567,珍宝岛,4.98,46.7822839416,939403291.9999999,5.56444
603568,伟明环保,16.5,337.99547397,2048457417.9999998,0.57719
603569,长久物流,5.82,35.124122008200004,603507251.0,1.2893
603577,汇金通,10.16,34.45653256,339139100.0,3.48548
603579,荣泰健康,17.71,35.606373664399996,201052364.0,1.05584
603580,艾艾精工,37.13,48.51895916,130673199.99999999,0.07966
603583,捷昌驱动,24.26,92.733111283,382246954.99999994,1.90437
603587,地素时尚,11.75,55.5425774725,472702787.0,0.41974
603588,高能环境,13.61,207.3122095977,1523234457.0,4.29541
603589,口子窖,19.42,116.1548014624,598119471.9999999,1.69599
603590,康辰药业,36.86,58.3211736222,158223476.99999997,5.54165
603596,伯特利,22.97,206.1882957336,897641688.0000001,1.60714
603598,引力传媒,15.76,42.45789704,269402900.0,3.48816
603599,广信股份,10.0,91.0269345,910269345.0,1.62506
603600,永艺股份,9.51,31.424194467,330433170.0,1.44326
603601,再升科技,9.33,106.5804125943,1142340971.0,5.88435
603605,珀莱雅,60.0,237.58562940000002,395976049.00000006,1.88002
603606,东方电缆,39.49,325.7168719112,824808487.9999999,1.75566
603607,京华激光,22.9,40.8803472,178516800.0,2.31552
603608,天创时尚,24.25,103.06969837,425029684.0,5.08446
603609,禾丰股份,6.68,60.6738476844,908291133.0000001,0.41781
603610,麒盛科技,14.09,49.7365193989,352991621.0,2.55689
603611,诺力股份,17.03,43.869414707299995,257600790.99999997,0.6388
603612,索通发展,15.68,78.1027791712,498104459.0,1.75909
603613,国联股份,17.91,129.0483223083,720537813.0,1.42799
603615,茶花股份,15.75,38.08665,241820000.0,2.22967
603618,杭电股份,32.53,224.9044878848,691375616.0,7.32418
603619,中曼石油,19.42,89.7861291262,462338460.9999999,12.41115
603626,科森科技,15.27,84.730128663,554879690.0,3.0127
603629,利通电子,112.09,404.33485906000004,360723400.0,9.52428
603630,拉芳家化,14.15,31.86644807,225204580.0,7.38739
603636,南威软件,6.65,38.593974779499995,580360522.9999999,5.99346
603637,镇海股份,12.95,30.909821071499998,238685877.00000003,3.48497
603638,艾迪精密,21.02,185.1218890998,880694049.0,1.67053
603639,海利尔,10.65,36.197042784000004,339878336.0,0.41512
603648,畅联股份,9.44,34.211768320000004,362412800.00000006,1.0003
603650,彤程新材,74.45,457.475437366,614473388.0,3.09563
603656,泰禾智能,17.42,31.8690813636,182945357.99999997,1.35614
603657,春光科技,24.13,32.621359065,135190050.00000003,3.24671
603658,安图生物,32.46,185.4844796928,571424768.0,0.67895
603659,璞泰来,23.31,499.80933119249994,2144184174.9999998,1.04419
603660,苏州科达,9.54,54.5204031984,571492696.0000001,2.31777
603661,恒林股份,32.45,45.1272515595,139067030.99999997,2.72498
603662,柯力传感,58.41,164.0327258988,280829868.0,2.61169
603663,三祥新材,68.61,290.6941631982,423690662.0,2.46951
603665,康隆达,25.56,40.9388659092,160167707.0,1.07824
603666,亿嘉和,25.65,52.71855273,205530420.0,3.85305
603667,五洲新春,59.3,217.15824260999997,366202769.99999994,4.1716
603668,天马科技,11.25,56.90213235,505796732.00000006,2.13073
603669,灵康药业,8.11,57.770057481500004,712331165.0000001,14.6521
603676,卫信康,9.3,40.4700195,435161499.99999994,0.71957
603678,火炬电子,55.28,262.8932336168,475566631.0,5.29151
603679,华体科技,17.79,31.6103780043,177686217.0,2.85137
603680,今创集团,9.42,73.8263078514,783718767.0,0.65307
603681,永冠新材,19.61,46.621172863000005,237741830.00000003,4.61857
603682,锦和商管,9.07,42.85575,472500000.0,3.77268
603683,晶华新材,28.4,81.85422354800001,288219097.0,5.56057
603685,晨丰科技,27.22,54.838976333400005,201465747.0,1.00075
603686,福龙马,12.4,51.513370095999996,415430403.99999994,2.21813
603687,大胜达,14.5,79.75462028,550031864.0,5.10676
603688,石英股份,57.3,310.381659597,541678289.0,3.7537
603689,皖天然气,7.56,39.572666154,523447965.00000006,0.91584
603690,至纯科技,28.08,107.5363614,382964250.0,8.05112
603693,江苏新能,11.34,101.093364792,891475880.0000001,0.65743
603697,有友食品,10.57,45.2070547586,427692097.99999994,1.81022
603698,航天工程,32.14,172.267186,535990000.0,2.32618
603699,纽威股份,40.18,304.6217481104,758142728.0,3.08678
603701,德宏股份,19.25,50.3121659425,261361901.0,1.68012
603703,盛洋科技,9.05,37.55588186,414982119.99999994,2.07391
603706,东方环宇,19.13,36.2289131882,189382714.00000003,0.92353
603707,健友股份,7.99,129.090516498,1615651019.9999998,1.1569
603708,家家悦,9.5,60.642174125,638338675.0,0.84105
603711,香飘飘,11.02,45.49872582,412874100.0,3.07807
603712,七一二,11.38,87.8536,772000000.0,1.70671
603713,密尔克卫,72.0,114.91674336000001,159606588.00000003,5.72453
603716,塞力医疗,14.65,33.078347805,225790769.99999997,8.04862
603719,良品铺子,9.18,36.53487612,397983400.0,2.454
603722,阿科力,32.35,30.9589891435,95700121.0,3.09801
603725,天安新材,13.11,39.966841848,304857680.0,3.20124
603726,朗迪集团,28.36,52.35661548,184614300.0,4.58676
603727,博迈科,15.84,44.6243334768,281719277.0,2.30265
603728,鸣志电器,54.61,228.75173325,418882500.0,1.84506
603730,岱美股份,11.01,236.56016427810002,2148593681.0,1.32947
603733,仙鹤股份,19.94,144.461873311,724482814.9999999,2.05025
603737,三棵树,22.88,202.5751654784,885380968.0,0.87699
603738,泰晶科技,40.35,155.70560302200002,385887492.0,7.2978
603739,蔚蓝生物,12.48,31.578002476800002,253028865.99999997,1.98931
603757,大元泵业,77.0,143.64138943,186547259.0,11.94582
603758,秦安股份,9.48,41.5979602452,438797049.0,0.733
603759,海天股份,6.96,32.138496,461760000.0,0.94366
603766,隆鑫通用,12.7,260.79981495,2053541850.0,1.03701
603767,中马传动,14.02,43.270136300000004,308631500.0,1.27819
603773,沃格光电,100.05,224.7909723165,224678632.99999997,6.71072
603776,永安行,19.67,55.225604512400004,280760572.0,0.68475
603777,来伊份,15.34,51.3006670644,334424166.0,2.38911
603778,国晟科技,9.83,63.1928570586,642857142.0,9.16171
603786,科博达,40.61,164.00620587,403856700.0,0.48486
603788,宁波高发,13.55,30.225316713999998,223065067.99999997,0.62383
603790,雅运股份,22.29,42.654144,191360000.0,2.02668
603799,华友钴业,39.88,752.7777501636,1887607197.0,2.73079
603800,洪田股份,79.21,164.7568,208000000.00000003,6.81108
603803,瑞斯康达,10.61,45.0801453977,424883557.00000006,5.42941
603806,福斯特,14.75,384.78999104499997,2608745702.0,2.78906
603809,豪能股份,9.0,82.82599263,920288807.0000001,0.96287
603811,诚意药业,7.81,35.7874543488,458226048.00000006,2.98796
603813,原尚股份,34.62,36.356193,105015000.00000001,0.91682
603815,交建股份,6.57,40.6633222395,618924235.0,3.09202
603816,顾家家居,22.94,187.1629513724,815880345.9999999,0.99547
603817,海峡环保,5.61,31.9817145879,570084039.0,2.1423
603823,百合花,65.24,271.63829008960005,416367704.00000006,4.02374
603826,坤彩科技,16.6,141.39216000000002,851759999.9999999,1.01743
603833,欧派家居,32.14,195.78173145379998,609152867.0,0.77298
603848,好太太,13.4,53.922472473999996,402406510.99999994,0.5149
603855,华荣股份,16.09,53.98717925,335532500.0,0.61228
603856,东宏股份,12.02,33.903138412,282056060.0,1.3403
603858,步长制药,16.05,169.258234941,1054568442.0,0.91985
603859,能科科技,40.66,99.4940852266,244697701.00000003,2.76829
603861,白云电器,12.06,63.7475292468,528586477.99999994,2.80882
603866,桃李面包,4.14,66.228373017,1599719155.0,1.14188
603867,新化股份,29.79,64.2530807397,215686743.00000003,2.11381
603868,飞科电器,30.44,132.59663999999998,435600000.0,0.22463
603871,嘉友国际,11.72,160.3306147176,1368008658.0,0.64091
603876,鼎胜新材,20.96,194.77440784479998,929267212.9999999,3.60654
603877,太平鸟,12.81,60.120348036,469323560.0,0.33623
603881,数据港,24.05,207.3236019595,862052399.0,3.93661
603882,金域医学,28.04,129.02173539080002,460134577.0,5.16492
603883,老百姓,12.33,93.57116609879999,758890235.9999999,2.95685
603885,吉祥航空,10.35,224.492045238,2169005268.0000005,0.9346
603887,城地香江,8.57,51.5939213797,602029421.0,2.77545
603888,新华网,17.3,116.729703064,674738168.0,1.33717
603889,新澳股份,5.54,52.1944095224,942137356.0,1.4979
603890,春秋电子,23.26,103.9330448138,446831662.99999994,8.10168
603895,天永智能,28.05,30.316440000000004,108080000.0,1.3565
603897,长城科技,26.46,54.622881192600005,206435681.0,2.23332
603898,好莱客,13.84,41.5517603088,300229482.0,1.93705
603899,晨光股份,22.1,202.39077831699998,915795377.0,0.46601
603901,永创智能,9.73,52.768413208,542326960.0,1.48036
603903,中持股份,14.45,36.89366486,255319480.0,7.83203
603906,龙蟠科技,19.78,111.36070829340001,562996503.0,5.6099
603912,佳力图,6.92,37.499833542800005,541905109.0,2.34716
603915,国茂股份,13.62,89.433343776,656632480.0000001,0.96927
603916,苏博特,10.65,44.764909741500006,420327791.00000006,1.67655
603918,金桥信息,9.52,34.7582364752,365107526.00000006,2.6768
603919,金徽酒,14.92,75.68319155239999,507259997.0,2.36633
603920,世运电路,39.29,283.12072134929997,720592316.9999999,2.3758
603926,铁流股份,16.22,37.4420227042,230838611.00000003,1.33753
603927,中科软,12.99,107.952096,831040000.0,1.44278
603928,兴业股份,13.71,46.7105184,340704000.0,11.44783
603929,亚翔集成,202.57,432.20335199999994,213359999.99999997,4.47754
603931,格林达,53.2,106.16505815999999,199558380.0,4.98196
603933,睿能科技,21.62,44.871137115,207544575.0,6.29135
603936,博敏电子,16.62,104.7721482648,630398003.9999999,5.26081
603938,三孚股份,49.24,188.4043023228,382624496.99999994,3.09525
603939,益丰药房,21.46,260.1794274956,1212392486.0,1.21318
603948,建业股份,20.08,32.627824733599994,162489167.0,1.44551
603950,长源东谷,63.13,204.45837344,323868800.0,1.94468
603956,威派格,5.7,32.484658302,569906286.0,2.84133
603958,哈森股份,15.24,33.430464,219360000.0,1.5367
603960,克来机电,15.25,39.98517975,262197900.0,1.944
603966,法兰泰克,8.04,41.7836433024,519697056.00000006,1.08551
603967,中创物流,11.43,39.624004953000004,346666710.0,0.7089
603969,银龙股份,7.8,66.2693304,849606800.0,2.79789
603976,正川股份,26.72,42.4314529856,158800348.0,3.79061
603977,国泰集团,11.52,71.5670585856,621241828.0,2.15423
603978,深圳新星,20.15,42.535501248500005,211094299.0,4.33947
603979,金诚信,64.52,402.470972616,623792580.0,1.13661
603980,吉华集团,6.2,41.963668320000004,676833360.0,3.80343
603983,丸美生物,28.86,115.7286,401000000.0,1.36584
603985,恒润股份,18.96,83.58667736880001,440858003.0,3.56718
603987,康德莱,7.54,32.934032351999996,436790880.0,1.1553
603988,中电电机,15.15,35.6328,235200000.0,1.50689
603989,艾华集团,34.96,139.413439056,398779860.0,4.27234
603990,麦迪科技,18.96,57.8745337176,305245431.0,3.50692
603991,领先股份,148.26,132.7468119348,89536498.0,9.37897
603992,松霖科技,24.16,107.03890371199999,443041820.0,0.6243
603995,甬金股份,22.22,80.7940404546,363609543.0,1.53594
603997,继峰股份,12.48,158.7786550272,1272264864.0,1.86654
603998,方盛制药,10.17,44.654574312,439081360.0,4.0237
603999,读者传媒,5.29,30.4704,576000000.0,1.34739
605005,合兴股份,15.58,62.4758,401000000.0,0.1994
605006,山东玻纤,15.85,103.595806684,653601304.0,6.05371
605007,五洲特纸,15.69,74.4611474607,474577103.0,1.47605
605008,长鸿高科,12.15,78.484433301,645962413.9999999,1.2506
605009,豪悦护理,23.9,51.39407244,215037960.0,0.76639
605011,杭州热电,17.0,68.017,400100000.0,1.40325
605016,百龙创园,23.7,99.54291984,420012320.0,1.36503
605018,长华集团,12.54,58.946250442200004,470065793.00000006,1.53487
605020,永和股份,36.76,184.87485762120002,502923987.0000001,3.6691
605028,世茂能源,24.23,38.768,160000000.0,1.27947
605050,福然德,10.26,50.564273970600006,492829181.00000006,1.4309
605055,迎丰股份,10.13,44.572,439999999.99999994,1.47357
605056,咸亨国际,14.56,58.73404992,403393200.0,1.55173
605058,澳弘电子,26.22,37.474966464,142925120.0,1.88721
605060,联德股份,44.36,105.99396144,238940400.0,1.59312
605066,天正电气,6.55,32.9093696875,502433125.0,1.95587
605077,华康股份,10.6,31.739539296000004,299429616.00000006,1.59784
605086,龙高股份,22.76,40.785920000000004,179200000.0,0.63417
605088,冠盛股份,24.75,49.7954885175,201193893.0,4.01079
605090,九丰能源,41.6,293.083218688,704526968.0,9.06985
605098,行动教育,54.66,65.18265126,119251100.0,0.58398
605099,共创草坪,31.26,125.4986761044,401467294.0,0.30685
605100,华丰股份,33.43,79.53157463999999,237904799.99999997,1.39805
605108,同庆楼,11.95,31.07,260000000.00000003,1.39969
605111,新洁能,64.78,269.0524369026,415332567.0,5.20487
605116,奥锐特,20.7,84.079929438,406183234.0,1.46899
605118,力鼎光电,30.78,125.8497243,408868500.0,0.9405
605123,派克新材,79.1,95.846175572,121170892.00000001,1.83534
605128,上海沿浦,21.37,67.0989669791,313986743.0,0.73314
605133,嵘泰股份,31.21,88.0490627552,282118112.0,4.70532
605136,丽人丽妆,7.52,30.1144792,400458500.0,2.28728
605138,盛泰集团,5.7,31.667585759999998,555571680.0,2.18455
605158,华达新材,6.69,34.213998,511419999.99999994,2.26919
605162,新中港,7.35,32.5492038585,442846311.0,1.58804
605167,利柏特,14.83,75.6192961902,509907594.0,0.82867
605168,三人行,41.33,87.1306603138,210816986.0,1.60065
605178,时空科技,99.3,98.38644000000001,99080000.0,6.34488
605179,一鸣食品,13.48,54.0548,401000000.0,0.9114
605183,确成股份,14.38,59.307354191,412429445.0,0.30306
605186,健麾信息,31.72,43.1392,136000000.0,1.56088
605188,国光连锁,11.87,60.26950955,507746500.0000001,0.75534
605189,富春染织,15.64,37.2599444596,238234939.0,15.87004
605196,华通线缆,24.92,125.83672502520001,504962781.0,6.94583
605198,安德利,56.15,151.90596399999998,270536000.0,0.63515
605208,永茂泰,18.94,62.490636,329940000.0,8.85062
605222,起帆电缆,18.98,78.3698915194,412907752.99999994,1.30327
605228,神通科技,13.78,65.7492469582,477135319.00000006,2.38473
605255,天普股份,87.19,116.904352,134080000.0,0.8878
605259,绿田机械,17.89,30.856671999999996,172479999.99999997,0.38735
605268,王力安防,9.23,40.662765,440550000.0,0.63984
605277,新亚电子,14.79,56.462561346,381761740.00000006,1.84654
605286,同力天启,23.54,39.5472,168000000.0,1.60196
605287,德才股份,37.37,52.318,140000000.0,2.66893
605288,凯迪股份,69.05,67.8612883685,98278477.00000001,1.77215
605289,罗曼股份,114.99,175.2430167516,152398484.0,2.87297
605296,神农集团,30.7,159.021216326,517984418.0,0.97876
605298,必得科技,45.98,85.6382098,186251000.0,0.45025
605299,舒华体育,12.03,49.0414147524,407659308.00000006,1.83732
605300,佳禾食品,9.21,41.850110783699996,454398596.99999994,1.14816
605303,园林股份,21.32,34.3758153856,161237408.0,2.41159
605305,中际联合,39.2,83.30784,212519999.99999997,2.38686
605318,法狮龙,87.25,109.69857693,125729028.0,1.17713
605319,无锡振华,23.33,81.2237909101,348151697.00000006,0.69016
605333,沪光股份,16.08,74.6176972848,464040406.00000006,0.57774
605337,李子园,8.9,34.719136117,390102652.99999994,0.86994
605338,巴比食品,19.82,47.4821124084,239566662.0,1.16481
605339,南侨食品,12.36,52.44232013759999,424290615.99999994,0.38516
605358,立昂微,52.99,409.18844775270003,772199372.9999999,7.63955
605365,立达信,13.31,66.8179137956,502012876.0,0.72024
605366,宏柏新材,9.19,71.02286563,772827700.0,2.75501
605368,蓝天燃气,6.73,48.0949970795,714635914.9999999,0.67266
605369,拱东医疗,17.28,38.1011815872,220492949.0,0.83032
605376,博迁新材,184.47,482.57352000000003,261600000.0,3.88158
605377,华旺科技,9.85,54.832021398,556670268.0,2.00648
605378,野马电池,13.34,34.863609759999996,261346400.0,0.63052
605388,均瑶健康,5.13,30.8048292,600484000.0,1.46394
605389,长龄液压,83.95,148.71472852600002,177146788.0,0.57722
605398,新炬网络,19.96,32.4781892484,162716379.0,1.33275
605399,晨光新材,11.19,34.859908003200005,311527328.0,1.65053
605488,福莱新材,27.67,76.36166435220001,275972766.0,2.08458
605507,国邦医药,15.69,122.75117001,782352900.0,0.89028
605555,德昌股份,11.8,57.120146719999994,484069040.0,1.15595
605566,XD福莱蒽,26.37,35.161758,133340000.0,2.34971
605577,龙版传媒,9.5,42.222222275,444444445.0,0.91314
605580,恒盛能源,18.73,52.444,280000000.0,1.96712
605588,冠石科技,50.1,36.622880061,73099561.0,4.20413
605589,圣泉集团,48.24,408.0713246352,845918998.0,4.79766
605598,上海港湾,29.36,71.34973512239999,243016809.0,4.46319
605599,菜百股份,14.62,113.71111436000001,777777800.0,0.7354
688001,华兴源创,62.99,297.03918340810003,471565619.0,1.77556
688002,睿创微纳,141.5,664.98175455,469951770.0,2.084
688003,天准科技,86.79,169.0514939454,194782225.99999997,2.09341
688005,容百科技,25.27,180.5841586304,714618752.0,1.68445
688006,杭可科技,24.48,147.7789428096,603672152.0,1.77725
688007,光峰科技,12.54,57.635800629,459615635.00000006,3.88497
688009,中国通号,5.04,434.4993072,8621018000.0,0.4081
688010,福光股份,33.27,53.41883700060001,160561578.0,2.87499
688011,新光光电,59.06,58.56538608379999,99162523.0,2.01067
688016,心脉医疗,93.52,115.2747318184,123262117.0,2.11746
688017,绿的谐波,386.08,707.8009466,183330125.0,6.56431
688018,乐鑫科技,116.91,274.0186979901,234384311.0,4.08431
688019,安集科技,283.0,643.8043834499999,227492715.0,4.95713
688020,方邦股份,178.34,146.9575102,82403000.0,4.54431
688023,安恒信息,37.18,37.9887181674,102175143.0,3.00517
688025,杰普特,407.03,386.87966643690004,95049423.00000001,3.59391
688027,国盾量子,413.08,332.010447596,80374370.0,1.98565
688028,沃尔德,116.59,175.9914391,150949000.0,2.70256
688029,南微医学,78.97,148.34310915339998,187847421.99999997,1.77606
688031,星环科技,100.42,121.64468684719999,121135915.99999999,2.51375
688032,禾迈股份,76.15,94.4820045175,124073544.99999999,0.93197
688035,德邦科技,75.3,107.10672,142240000.0,3.70453
688036,传音控股,61.4,706.82731063,1151184545.0,1.58856
688037,芯源微,372.86,751.7875358656,201627296.0,3.61439
688039,当虹科技,37.66,41.652496278399994,110601424.0,1.95465
688045,必易微,61.57,43.4542521273,70576988.99999999,3.01874
688046,药康生物,28.81,118.121,410000000.0,5.86624
688047,龙芯中科,129.0,517.29,401000000.0,1.6547
688048,长光华芯,447.0,787.97134521,176279943.0,7.09542
688049,炬芯科技,40.99,71.801219735,175167650.0,3.54218
688050,爱博医疗,42.36,81.940224546,193437735.0,3.16783
688052,纳芯微,235.47,337.6881086109,143410247.0,2.38589
688055,龙腾光电,3.95,131.6666693,3333333400.0,0.54878
688056,莱伯泰科,48.45,32.68071687,67452460.0,2.28193
688057,金达莱,16.49,45.5124,276000000.0,1.74989
688059,华锐精密,148.7,139.151327642,93578566.00000001,4.40568
688061,灿瑞科技,47.36,54.4116155776,114889391.0,3.43775
688062,迈威生物,35.38,81.458912,230239999.99999997,8.1656
688063,派能科技,45.34,111.24588349659999,245359248.99999997,2.08673
688065,凯赛生物,43.25,252.31100186749998,583378039.0,0.97655
688068,热景生物,139.0,128.92822124,92754116.0,9.00682
688069,德林海,36.3,56.857792067999995,156633036.00000003,2.14472
688070,纵横股份,34.2,30.239811,88420500.0,1.04888
688073,毕得医药,57.43,52.1940770364,90882948.0,6.79463
688075,安旭生物,29.45,37.4258860725,127082805.0,0.95607
688079,美迪凯,19.56,79.1377175448,404589558.0,3.05096
688081,兴图新科,32.9,33.90016,103040000.0,1.6303
688083,中望软件,51.41,87.21513506859999,169646246.0,1.62083
688084,晶品特装,43.67,33.0403141222,75659066.0,1.83947
688085,三友医疗,13.05,45.7553322765,350615572.99999994,1.97326
688087,英科再生,39.01,72.654365649,186245490.0,1.9129
688088,虹软科技,33.3,133.58974320000002,401170400.00000006,1.30172
688090,瑞松科技,89.91,142.70736828149998,158722465.0,6.28041
688091,上海谊众,43.41,89.730050124,206703640.0,4.04934
688093,世华科技,27.62,77.4417268742,280382791.0,0.99773
688095,福昕软件,56.97,52.047520822799996,91359524.0,2.96004
688097,博众精工,50.07,222.81588863550002,445008765.0,1.26141
688098,申联生物,9.39,38.5594716,410644000.0,1.41027
688099,晶晨股份,96.42,408.165139179,423319995.0,4.07905
688100,威胜信息,28.17,138.5077137975,491685175.0,0.53666
688101,三达膜,17.33,57.5376910378,332012066.0,3.19542
688102,斯瑞新材,35.88,279.43606211040003,778807308.0,2.33899
688103,国力电子,96.99,92.4465674634,95315566.0,7.73049
688105,诺唯赞,18.68,96.5728099552,516985064.00000006,2.86666
688106,金宏气体,37.88,202.8037955744,535384887.99999994,9.73775
688107,安路科技,36.32,145.58849009440002,400849367.0,2.77342
688108,赛诺医疗,18.5,77.32112,417952000.0,3.59233
688109,品茗科技,72.0,56.766456000000005,78842300.00000001,0.91877
688110,东芯股份,147.33,651.7546101603,442377391.0,4.15816
688112,鼎阳科技,63.82,101.8547307306,159596883.0,1.39258
688114,华大智造,53.0,220.28794071999997,415637623.99999994,1.71629
688115,DR思林杰,53.32,49.767821600000005,93338000.0,4.94711
688116,天奈科技,30.91,113.29505696409998,366532051.0,2.93559
688117,圣诺生物,29.87,65.8156682203,220340368.99999997,8.64337
688119,中钢洛耐,4.09,46.0125,1125000000.0,1.06061
688122,西部超导,51.21,332.6931889137,649664497.0,1.36332
688123,聚辰股份,173.32,275.4099325908,158902569.00000003,9.42443
688125,安达智能,130.28,107.09477972879999,82203546.0,1.39258
688127,蓝特光学,72.52,294.35701204,405897700.0,2.33965
688128,中国电研,22.22,89.8799,404500000.0,0.58141
688131,皓元医药,91.4,194.895960088,213234091.99999997,4.60039
688133,泰坦科技,20.94,34.433102983800005,164436977.0,3.99047
688135,利扬芯片,35.61,83.0083133901,233103941.0,8.13804
688136,科兴制药,21.71,43.8509435,201985000.0,4.35947
688138,清溢光电,41.3,130.0124,314800000.0,8.05961
688139,海尔生物,28.6,90.516975692,316492921.99999994,2.21122
688141,杰华特,133.0,598.92773997,450321609.0,3.38694
688143,长盈通,127.1,155.537895446,122374426.0,8.19757
688146,中船特气,250.35,362.934502947,144970842.0,9.87339
688147,微导纳米,125.88,584.6661993732,464463139.0,2.06462
688148,芳源股份,6.73,34.334646466900004,510173053.0,3.26129
688150,莱特光电,49.67,199.8907484695,402437585.0,1.69849
688151,华强科技,15.45,53.22525,344500000.0,0.65214
